cin,cout,title,deweyClass
"2008-10-23 16:49:00","2008-09-23 15:44:00","Artificial intelligence a modern approach",006.3
"2008-10-24 10:30:00","2008-09-23 15:44:00","Artificial intelligence a modern approach",006.3
"2008-10-24 14:43:00","2008-09-23 13:07:00","cognitive computer on language learning and artificial intelligence",006.35
"2008-11-03 19:42:00","2008-09-24 14:44:00","AI the tumultuous history of the search for artificial intelligence",006.309
"2008-11-25 19:43:00","2008-10-08 15:27:00","Prolog programming for artificial intelligence",006.30285
"2008-11-29 13:45:00","2008-10-25 12:21:00","Artificial intelligence a modern approach",006.3
"2008-12-03 11:34:00","2008-10-25 12:21:00","Artificial intelligence a modern approach",006.3
"2008-12-10 11:24:00","2008-12-08 11:18:00","Artificial intelligence a modern approach",006.3
"2008-12-17 21:43:00","2008-07-11 14:19:00","Artificial intelligence",006.3
"2008-12-20 13:29:00","2008-07-11 14:19:00","Artificial intelligence",006.3
"2008-12-31 17:31:00","2008-11-08 13:56:00","Artificial intelligence",006.3
"2009-01-13 15:20:00","2008-12-11 18:41:00","Prolog programming for artificial intelligence",006.30285
"2009-01-13 15:21:00","2008-12-11 18:41:00","Artificial intelligence a modern approach",006.3
"2009-01-25 13:41:00","2008-12-26 13:00:00","Artificial intelligence",006.3
"2009-02-09 11:44:00","2007-04-25 13:15:00","Artificial intelligence",006.3
"2009-02-19 11:55:00","2009-01-30 17:52:00","cognitive computer on language learning and artificial intelligence",006.35
"2009-03-02 17:55:00","2009-02-10 19:08:00","Artificial intelligence",006.3
"2009-03-21 14:39:00","2009-03-12 13:11:00","Introduction to artificial intelligence",006.3
"2009-03-21 14:41:00","2009-03-12 13:11:00","Prolog programming for artificial intelligence",006.30285
"2009-04-03 14:58:00","2009-02-05 14:57:00","Artificial intelligence a modern approach",006.3
"2009-04-04 10:28:00","2009-02-05 14:57:00","Artificial intelligence a modern approach",006.3
"2009-04-18 12:37:00","2008-03-28 17:39:00","Mind tools the science of artificial intelligence",006.3
"2009-05-02 12:53:00","2009-04-07 14:38:00","Artificial intelligence a modern approach",006.3
"2009-05-30 14:21:00","2009-05-15 16:13:00","cognitive computer on language learning and artificial intelligence",006.35
"2009-06-16 13:51:00","2009-04-16 12:59:00","Artificial intelligence",006.3
"2009-06-22 16:24:00","2009-05-11 15:23:00","Artificial intelligence",006.3
"2009-07-02 18:53:00","2009-05-06 19:03:00","Artificial intelligence a modern approach",006.3
"2009-07-03 16:26:00","2009-05-06 19:03:00","Artificial intelligence a modern approach",006.3
"2009-07-07 16:50:00","2009-07-07 16:42:00","Artificial intelligence a modern approach",006.3
"2009-07-08 12:15:00","2009-07-07 16:42:00","Artificial intelligence a modern approach",006.3
"2009-07-19 14:56:00","2009-06-06 13:44:00","Artificial intelligence",006.3
"2009-09-08 19:36:00","2009-08-12 15:31:00","Thinking machines the search for artificial intelligence",006.3
"2009-09-08 19:37:00","2009-08-21 16:09:00","Thinking machines the evolution of artificial intelligence",006.3
"2009-09-27 15:21:00","2009-09-10 12:33:00","Artificial intelligence",006.3
"2009-10-06 18:20:00","2009-08-25 16:50:00","Artificial intelligence a modern approach",006.3
"2009-10-07 10:33:00","2009-08-25 16:50:00","Artificial intelligence a modern approach",006.3
"2009-10-17 11:53:00","2009-08-23 16:45:00","Artificial intelligence theory logic and application",006.3
"2009-11-18 15:07:00","2009-10-26 19:43:00","Artificial intelligence",006.3
"2009-11-25 16:20:00","2009-10-07 17:20:00","Artificial intelligence a modern approach",006.3
"2009-11-27 11:21:00","2009-10-07 17:20:00","Artificial intelligence a modern approach",006.3
"2009-12-18 10:52:00","2009-04-16 12:59:00","Artificial intelligence",006.3
"2009-12-18 19:18:00","2009-10-07 17:20:00","Artificial intelligence a modern approach",006.3
"2009-12-21 14:21:00","2009-10-07 17:20:00","Artificial intelligence a modern approach",006.3
"2010-01-10 15:29:00","2009-12-06 13:01:00","Artificial intelligence",006.3
