cin,cout,title,deweyClass
"2013-10-01 16:38:00","2013-09-17 17:36:00","Networked the new social operating system",006.754
"2013-11-16 13:08:00","2013-09-09 19:15:00","Networked the new social operating system",006.754
"2013-12-11 10:45:00","2013-11-30 13:28:00","Networked the new social operating system",006.754
"2013-12-23 18:40:00","2013-12-07 16:50:00","Networked the new social operating system",006.754
"2014-01-25 14:30:00","2014-01-08 16:14:00","Networked the new social operating system",006.754
"2014-03-10 13:23:00","2014-02-16 14:30:00","Networked the new social operating system",006.754
"2014-03-28 17:53:00","2014-03-06 12:40:00","Ubuntu Linux desktop your visual blueprint to using the Linux operating system",005.432
"2014-05-02 17:38:00","2014-04-03 15:53:00","Ubuntu Linux desktop your visual blueprint to using the Linux operating system",005.432
"2014-07-11 14:40:00","2014-05-13 15:48:00","Networked the new social operating system",006.754
"2014-08-06 12:01:00","2014-07-22 10:30:00","Networked the new social operating system",006.754
