Date,Hour,TotalCheckouts
2010-01-30,16,4772
2010-01-30,17,3973
2010-01-30,18,25
2010-01-30,21,5
2010-01-30,22,1
2010-01-30,23,2
2010-01-31,11,8
2010-01-31,12,2012
2010-01-31,13,2921
2010-01-31,14,3047
2010-01-31,15,3241
2010-01-31,16,3577
2010-01-31,17,314
2010-01-31,18,7
2010-01-31,21,3
2010-02-01,8,95
2010-02-01,9,33
2010-02-01,10,260
2010-02-01,11,498
2010-02-01,12,516
2010-02-01,13,2991
2010-02-01,14,3621
2010-02-01,15,3710
2010-02-01,16,4559
2010-02-01,17,3972
2010-02-01,18,3268
2010-02-01,19,2704
2010-02-01,20,9
2010-02-01,23,1
2010-02-02,5,2
2010-02-02,6,1
2010-02-02,7,4
2010-02-02,8,71
2010-02-02,9,255
2010-02-02,10,276
2010-02-02,11,590
2010-02-02,12,568
2010-02-02,13,3477
2010-02-02,14,3813
2010-02-02,15,4108
2010-02-02,16,4225
2010-02-02,17,4132
2010-02-02,18,3098
2010-02-02,19,2945
2010-02-02,20,30
2010-02-02,23,2
2010-02-03,8,140
2010-02-03,9,50
2010-02-03,10,1434
2010-02-03,11,3002
2010-02-03,12,2813
2010-02-03,13,3320
2010-02-03,14,3368
2010-02-03,15,3868
2010-02-03,16,4241
2010-02-03,17,4540
2010-02-03,18,1815
2010-02-03,19,1737
2010-02-03,20,20
2010-02-03,23,4
2010-02-04,8,60
2010-02-04,9,57
2010-02-04,10,1110
2010-02-04,11,2524
2010-02-04,12,2724
2010-02-04,13,2607
2010-02-04,14,2982
2010-02-04,15,3111
2010-02-04,16,4205
2010-02-04,17,3989
2010-02-04,18,1635
2010-02-04,19,1503
2010-02-04,21,6
2010-02-05,8,63
2010-02-05,9,32
2010-02-05,10,1228
2010-02-05,11,1689
2010-02-05,12,1578
2010-02-05,13,1945
2010-02-05,14,2411
2010-02-05,15,2362
2010-02-05,16,2739
2010-02-05,17,2944
2010-02-05,18,62
2010-02-05,22,1
2010-02-05,23,1
2010-02-06,8,3
2010-02-06,9,9
2010-02-06,10,1375
2010-02-06,11,3951
2010-02-06,12,4226
2010-02-06,13,4536
2010-02-06,14,4789
2010-02-06,15,5049
2010-02-06,16,4956
2010-02-06,17,4289
2010-02-06,18,25
2010-02-07,9,4
2010-02-07,10,3
2010-02-07,11,6
2010-02-07,12,220
2010-02-07,13,2513
2010-02-07,14,2745
2010-02-07,15,2530
2010-02-07,16,2863
2010-02-07,17,321
2010-02-07,18,2
2010-02-07,21,2
2010-02-07,22,2
2010-02-08,8,160
2010-02-08,9,116
2010-02-08,10,1118
2010-02-08,11,1204
2010-02-08,12,1433
2010-02-08,13,3092
2010-02-08,14,3638
2010-02-08,15,4186
2010-02-08,16,4914
2010-02-08,17,4431
2010-02-08,18,3407
2010-02-08,19,3179
2010-02-08,20,10
2010-02-08,23,3
2010-02-09,8,42
2010-02-09,9,189
2010-02-09,10,1084
2010-02-09,11,1212
2010-02-09,12,1504
2010-02-09,13,3352
2010-02-09,14,3772
2010-02-09,15,3667
2010-02-09,16,4521
2010-02-09,17,4709
2010-02-09,18,3284
2010-02-09,19,2867
2010-02-09,20,23
2010-02-09,23,8
2010-02-10,8,17
2010-02-10,9,237
2010-02-10,10,1228
2010-02-10,11,2638
2010-02-10,12,2533
2010-02-10,13,2855
2010-02-10,14,3072
2010-02-10,15,3074
2010-02-10,16,3941
2010-02-10,17,4461
2010-02-10,18,1869
2010-02-10,19,1661
2010-02-10,20,7
2010-02-10,23,5
2010-02-11,7,6
2010-02-11,8,37
2010-02-11,9,54
2010-02-11,10,1102
2010-02-11,11,2426
2010-02-11,12,2404
2010-02-11,13,2798
2010-02-11,14,2780
2010-02-11,15,3192
2010-02-11,16,3512
2010-02-11,17,3857
2010-02-11,18,1592
2010-02-11,19,1495
2010-02-11,20,16
2010-02-11,23,2
2010-02-12,6,7
2010-02-12,7,5
2010-02-12,8,55
2010-02-12,9,52
2010-02-12,10,1201
2010-02-12,11,1650
2010-02-12,12,1745
2010-02-12,13,1949
2010-02-12,14,2190
2010-02-12,15,2349
2010-02-12,16,2742
2010-02-12,17,3015
2010-02-12,18,69
2010-02-12,23,2
2010-02-13,9,18
2010-02-13,10,1268
2010-02-13,11,4024
2010-02-13,12,4021
2010-02-13,13,4305
2010-02-13,14,4786
2010-02-13,15,4548
2010-02-13,16,4635
2010-02-13,17,4528
2010-02-13,18,71
2010-02-13,22,5
2010-02-14,8,12
2010-02-14,9,11
2010-02-14,10,14
2010-02-14,12,305
2010-02-14,13,2656
2010-02-14,14,2336
2010-02-14,15,2481
2010-02-14,16,3424
2010-02-14,17,472
2010-02-14,18,14
2010-02-14,22,4
2010-02-14,23,6
2010-02-16,8,101
2010-02-16,9,49
2010-02-16,10,1810
2010-02-16,11,2173
2010-02-16,12,2373
2010-02-16,13,4619
2010-02-16,14,4921
2010-02-16,15,5138
2010-02-16,16,5556
2010-02-16,17,4922
2010-02-16,18,3847
2010-02-16,19,3097
2010-02-16,20,86
2010-02-16,22,1
2010-02-17,8,90
2010-02-17,9,183
2010-02-17,10,1295
2010-02-17,11,2988
2010-02-17,12,2915
2010-02-17,13,3632
2010-02-17,14,3662
2010-02-17,15,3770
2010-02-17,16,4130
2010-02-17,17,4455
2010-02-17,18,1907
2010-02-17,19,1733
2010-02-17,20,47
2010-02-17,22,11
2010-02-17,23,2
2010-02-18,8,192
2010-02-18,9,122
2010-02-18,10,1127
2010-02-18,11,2483
2010-02-18,12,2743
2010-02-18,13,3085
2010-02-18,14,3092
2010-02-18,15,3837
2010-02-18,16,3441
2010-02-18,17,4477
2010-02-18,18,1970
2010-02-18,19,1359
2010-02-18,20,13
2010-02-18,23,2
2010-02-19,8,10
2010-02-19,9,77
2010-02-19,10,1362
2010-02-19,11,1511
2010-02-19,12,1721
2010-02-19,13,2043
2010-02-19,14,2100
2010-02-19,15,2386
2010-02-19,16,2551
2010-02-19,17,2969
2010-02-19,18,39
2010-02-19,22,1
2010-02-19,23,1
2010-02-20,8,1
2010-02-20,9,12
2010-02-20,10,1178
2010-02-20,11,3542
2010-02-20,12,3429
2010-02-20,13,4011
2010-02-20,14,4330
2010-02-20,15,4608
2010-02-20,16,4406
2010-02-20,17,4541
2010-02-20,18,24
2010-02-20,20,1
2010-02-20,21,1
2010-02-20,22,1
2010-02-20,23,3
2010-02-21,9,5
2010-02-21,10,6
2010-02-21,11,12
2010-02-21,12,259
2010-02-21,13,2432
2010-02-21,14,2655
2010-02-21,15,2613
2010-02-21,16,2837
2010-02-21,17,372
2010-02-21,18,5
2010-02-21,22,2
2010-02-21,23,2
2010-02-22,5,8
2010-02-22,8,4
2010-02-22,9,54
2010-02-22,10,844
2010-02-22,11,1442
2010-02-22,12,1461
2010-02-22,13,3083
2010-02-22,14,3192
2010-02-22,15,3830
2010-02-22,16,4381
2010-02-22,17,4925
2010-02-22,18,3360
2010-02-22,19,2649
2010-02-22,20,28
2010-02-22,23,7
2010-02-23,8,150
2010-02-23,9,265
2010-02-23,10,1151
2010-02-23,11,1241
2010-02-23,12,1434
2010-02-23,13,3141
2010-02-23,14,3377
2010-02-23,15,4176
2010-02-23,16,4507
2010-02-23,17,4415
2010-02-23,18,3224
2010-02-23,19,2455
2010-02-23,20,21
2010-02-23,23,5
2010-02-24,7,6
2010-02-24,8,363
2010-02-24,9,187
2010-02-24,10,1181
2010-02-24,11,2635
2010-02-24,12,2491
2010-02-24,13,2823
2010-02-24,14,3210
2010-02-24,15,3354
2010-02-24,16,4008
2010-02-24,17,4293
2010-02-24,18,2088
2010-02-24,19,1669
2010-02-24,20,21
2010-02-24,23,1
2010-02-25,7,5
2010-02-25,8,72
2010-02-25,9,118
2010-02-25,10,1416
2010-02-25,11,2552
2010-02-25,12,2801
2010-02-25,13,2866
2010-02-25,14,3040
2010-02-25,15,3579
2010-02-25,16,3999
2010-02-25,17,4448
2010-02-25,18,1818
2010-02-25,19,1600
2010-02-25,20,10
2010-02-25,23,1
2010-02-26,8,12
2010-02-26,9,173
2010-02-26,10,1467
2010-02-26,11,1683
2010-02-26,12,1648
2010-02-26,13,1951
2010-02-26,14,1785
2010-02-26,15,2237
2010-02-26,16,2708
2010-02-26,17,2892
2010-02-26,18,58
2010-02-26,23,1
2010-02-27,9,5
2010-02-27,10,1494
2010-02-27,11,3918
2010-02-27,12,4572
2010-02-27,13,4576
2010-02-27,14,5089
2010-02-27,15,4975
2010-02-27,16,4993
2010-02-27,17,4991
2010-02-27,18,75
2010-02-27,22,1
2010-02-27,23,5
2010-02-28,8,5
2010-02-28,9,2
2010-02-28,10,9
2010-02-28,11,3
2010-02-28,12,293
2010-02-28,13,2250
2010-02-28,14,2486
2010-02-28,15,2626
2010-02-28,16,3501
2010-02-28,17,387
2010-02-28,23,1
2010-03-01,8,120
2010-03-01,9,31
2010-03-01,10,741
2010-03-01,11,1320
2010-03-01,12,1726
2010-03-01,13,3070
2010-03-01,14,3068
2010-03-01,15,3802
2010-03-01,16,4404
2010-03-01,17,4470
2010-03-01,18,3450
2010-03-01,19,2884
2010-03-01,20,18
2010-03-01,21,2
2010-03-02,8,62
2010-03-02,9,256
2010-03-02,10,1035
2010-03-02,11,1327
2010-03-02,12,1516
2010-03-02,13,3273
2010-03-02,14,3235
2010-03-02,15,3642
2010-03-02,16,3894
2010-03-02,17,4367
2010-03-02,18,3541
2010-03-02,19,2968
2010-03-02,20,18
2010-03-03,7,5
2010-03-03,8,26
2010-03-03,9,114
2010-03-03,10,1470
2010-03-03,11,2696
2010-03-03,12,2689
2010-03-03,13,3294
2010-03-03,14,3456
2010-03-03,15,4031
2010-03-03,16,3725
2010-03-03,17,4327
2010-03-03,18,2161
2010-03-03,19,1587
2010-03-03,20,20
2010-03-04,8,80
2010-03-04,9,104
2010-03-04,10,1135
2010-03-04,11,2457
2010-03-04,12,2554
2010-03-04,13,2798
2010-03-04,14,2832
2010-03-04,15,2764
2010-03-04,16,3767
2010-03-04,17,4316
2010-03-04,18,1765
2010-03-04,19,1644
2010-03-04,20,19
2010-03-04,21,1
2010-03-04,23,1
2010-03-05,8,33
2010-03-05,9,66
2010-03-05,10,1118
2010-03-05,11,1646
2010-03-05,12,1797
2010-03-05,13,1846
2010-03-05,14,1954
2010-03-05,15,2058
2010-03-05,16,2494
2010-03-05,17,2991
2010-03-05,18,16
2010-03-05,23,3
2010-03-06,9,8
2010-03-06,10,1353
2010-03-06,11,3953
2010-03-06,12,3756
2010-03-06,13,4083
2010-03-06,14,4205
2010-03-06,15,4286
2010-03-06,16,4374
2010-03-06,17,3930
2010-03-06,18,34
2010-03-06,21,3
2010-03-06,23,1
2010-03-07,9,1
2010-03-07,10,1
2010-03-07,11,4
2010-03-07,12,246
2010-03-07,13,2586
2010-03-07,14,2856
2010-03-07,15,3104
2010-03-07,16,3334
2010-03-07,17,374
2010-03-07,18,8
2010-03-07,19,3
2010-03-07,23,1
2010-03-08,8,207
2010-03-08,9,120
2010-03-08,10,1344
2010-03-08,11,1471
2010-03-08,12,1694
2010-03-08,13,3217
2010-03-08,14,3345
2010-03-08,15,3573
2010-03-08,16,4805
2010-03-08,17,4984
2010-03-08,18,3627
2010-03-08,19,2773
2010-03-08,20,19
2010-03-08,22,9
2010-03-09,7,1
2010-03-09,8,72
2010-03-09,9,102
2010-03-09,10,1094
2010-03-09,11,1487
2010-03-09,12,1884
2010-03-09,13,3169
2010-03-09,14,3134
2010-03-09,15,3796
2010-03-09,16,4342
2010-03-09,17,4347
2010-03-09,18,3515
2010-03-09,19,2697
2010-03-09,20,8
2010-03-09,22,4
2010-03-10,8,27
2010-03-10,9,90
2010-03-10,10,1462
2010-03-10,11,2444
2010-03-10,12,2790
2010-03-10,13,2724
2010-03-10,14,3076
2010-03-10,15,3471
2010-03-10,16,3995
2010-03-10,17,4406
2010-03-10,18,1918
2010-03-10,19,1571
2010-03-10,20,24
2010-03-10,23,6
2010-03-11,8,81
2010-03-11,9,76
2010-03-11,10,1337
2010-03-11,11,2313
2010-03-11,12,2379
2010-03-11,13,2621
2010-03-11,14,2979
2010-03-11,15,3583
2010-03-11,16,3632
2010-03-11,17,4085
2010-03-11,18,1698
2010-03-11,19,1499
2010-03-11,20,20
2010-03-11,23,2
2010-03-12,8,43
2010-03-12,9,138
2010-03-12,10,1284
2010-03-12,11,1701
2010-03-12,12,1933
2010-03-12,13,2082
2010-03-12,14,2330
2010-03-12,15,2574
2010-03-12,16,2904
2010-03-12,17,3214
2010-03-12,18,49
2010-03-13,8,8
2010-03-13,9,9
2010-03-13,10,1481
2010-03-13,11,3801
2010-03-13,12,4352
2010-03-13,13,4216
2010-03-13,14,4662
2010-03-13,15,4799
2010-03-13,16,4494
2010-03-13,17,4444
2010-03-13,18,42
2010-03-13,23,3
2010-03-14,9,1
2010-03-14,10,7
2010-03-14,11,2
2010-03-14,12,180
2010-03-14,13,2185
2010-03-14,14,2474
2010-03-14,15,2610
2010-03-14,16,3360
2010-03-14,17,447
2010-03-14,23,4
2010-03-15,7,10
2010-03-15,8,43
2010-03-15,9,113
2010-03-15,10,967
2010-03-15,11,1337
2010-03-15,12,1544
2010-03-15,13,3465
2010-03-15,14,3314
2010-03-15,15,3609
2010-03-15,16,4325
2010-03-15,17,4710
2010-03-15,18,3992
2010-03-15,19,3697
2010-03-15,20,44
2010-03-16,8,86
2010-03-16,9,224
2010-03-16,10,884
2010-03-16,11,1515
2010-03-16,12,1606
2010-03-16,13,2842
2010-03-16,14,3141
2010-03-16,15,3442
2010-03-16,16,3899
2010-03-16,17,4601
2010-03-16,18,3682
2010-03-16,19,3239
2010-03-16,20,56
2010-03-17,7,8
2010-03-17,8,393
2010-03-17,9,75
2010-03-17,10,1230
2010-03-17,11,2887
2010-03-17,12,2466
2010-03-17,13,2713
2010-03-17,14,3124
2010-03-17,15,3104
2010-03-17,16,3400
2010-03-17,17,4260
2010-03-17,18,1882
2010-03-17,19,1856
2010-03-17,20,7
2010-03-18,8,119
2010-03-18,9,115
2010-03-18,10,1102
2010-03-18,11,2216
2010-03-18,12,2242
2010-03-18,13,2695
2010-03-18,14,2780
2010-03-18,15,3366
2010-03-18,16,3488
2010-03-18,17,3953
2010-03-18,18,1908
2010-03-18,19,1774
2010-03-18,20,16
2010-03-18,22,4
2010-03-19,6,6
2010-03-19,8,6
2010-03-19,9,115
2010-03-19,10,1068
2010-03-19,11,1661
2010-03-19,12,1873
2010-03-19,13,2077
2010-03-19,14,2224
2010-03-19,15,2168
2010-03-19,16,2321
2010-03-19,17,2793
2010-03-19,18,50
2010-03-19,19,1
2010-03-19,20,4
2010-03-19,23,1
2010-03-20,8,9
2010-03-20,9,30
2010-03-20,10,1105
2010-03-20,11,3246
2010-03-20,12,3625
2010-03-20,13,3706
2010-03-20,14,3906
2010-03-20,15,3838
2010-03-20,16,3911
2010-03-20,17,4111
2010-03-20,18,16
2010-03-20,22,1
2010-03-20,23,4
2010-03-21,8,3
2010-03-21,9,43
2010-03-21,10,7
2010-03-21,11,9
2010-03-21,12,255
2010-03-21,13,2476
2010-03-21,14,3034
2010-03-21,15,2908
2010-03-21,16,3453
2010-03-21,17,408
2010-03-21,18,2
2010-03-21,21,2
2010-03-22,6,1
2010-03-22,7,2
2010-03-22,8,303
2010-03-22,9,174
2010-03-22,10,1028
2010-03-22,11,1515
2010-03-22,12,1819
2010-03-22,13,3047
2010-03-22,14,3508
2010-03-22,15,4000
2010-03-22,16,4762
2010-03-22,17,4572
2010-03-22,18,3511
2010-03-22,19,3798
2010-03-22,20,23
2010-03-22,23,2
2010-03-23,8,25
2010-03-23,9,31
2010-03-23,10,808
2010-03-23,11,1361
2010-03-23,12,1612
2010-03-23,13,2838
2010-03-23,14,3367
2010-03-23,15,3245
2010-03-23,16,4008
2010-03-23,17,3940
2010-03-23,18,3584
2010-03-23,19,3008
2010-03-23,20,24
2010-03-23,23,6
2010-03-24,8,163
2010-03-24,9,31
2010-03-24,10,1309
2010-03-24,11,2701
2010-03-24,12,2346
2010-03-24,13,2429
2010-03-24,14,3114
2010-03-24,15,3008
2010-03-24,16,3286
2010-03-24,17,3742
2010-03-24,18,1910
2010-03-24,19,1992
2010-03-24,20,10
2010-03-24,23,3
2010-03-25,8,14
2010-03-25,9,126
2010-03-25,10,1192
2010-03-25,11,2384
2010-03-25,12,2404
2010-03-25,13,2595
2010-03-25,14,2901
2010-03-25,15,3397
2010-03-25,16,3726
2010-03-25,17,4103
2010-03-25,18,1517
2010-03-25,19,1569
2010-03-25,20,17
2010-03-25,23,1
2010-03-26,6,5
2010-03-26,8,2
2010-03-26,9,77
2010-03-26,10,1228
2010-03-26,11,1759
2010-03-26,12,1732
2010-03-26,13,1958
2010-03-26,14,2122
2010-03-26,15,2360
2010-03-26,16,2681
2010-03-26,17,2993
2010-03-26,18,36
2010-03-26,23,1
2010-03-27,8,8
2010-03-27,9,15
2010-03-27,10,1315
2010-03-27,11,3344
2010-03-27,12,4251
2010-03-27,13,4077
2010-03-27,14,4209
2010-03-27,15,4088
2010-03-27,16,4423
2010-03-27,17,4429
2010-03-27,18,78
2010-03-27,23,3
2010-03-28,8,2
2010-03-28,9,3
2010-03-28,10,3
2010-03-28,11,11
2010-03-28,12,147
2010-03-28,13,2732
2010-03-28,14,3083
2010-03-28,15,2808
2010-03-28,16,3068
2010-03-28,17,493
2010-03-28,18,5
2010-03-28,23,6
2010-03-29,8,14
2010-03-29,9,20
2010-03-29,10,1061
2010-03-29,11,1669
2010-03-29,12,2018
2010-03-29,13,3505
2010-03-29,14,4196
2010-03-29,15,4207
2010-03-29,16,4499
2010-03-29,17,4517
2010-03-29,18,3230
2010-03-29,19,3124
2010-03-29,20,17
2010-03-30,8,9
2010-03-30,9,17
2010-03-30,10,1321
2010-03-30,11,1730
2010-03-30,12,2067
2010-03-30,13,3565
2010-03-30,14,3724
2010-03-30,15,3635
2010-03-30,16,4072
2010-03-30,17,4071
2010-03-30,18,3261
2010-03-30,19,3137
2010-03-30,20,6
2010-03-31,8,7
2010-03-31,9,52
2010-03-31,10,1452
2010-03-31,11,2856
2010-03-31,12,2988
2010-03-31,13,2886
2010-03-31,14,3254
2010-03-31,15,3166
2010-03-31,16,3270
2010-03-31,17,4207
2010-03-31,18,1940
2010-03-31,19,1786
2010-03-31,20,19
2010-04-01,8,12
2010-04-01,9,177
2010-04-01,10,950
2010-04-01,11,2475
2010-04-01,12,2841
2010-04-01,13,2527
2010-04-01,14,3352
2010-04-01,15,3261
2010-04-01,16,3616
2010-04-01,17,3936
2010-04-01,18,1918
2010-04-01,19,1589
2010-04-01,20,21
2010-04-01,22,3
2010-04-02,8,74
2010-04-02,9,46
2010-04-02,10,1259
2010-04-02,11,1750
2010-04-02,12,1932
2010-04-02,13,1987
2010-04-02,14,2066
2010-04-02,15,2389
2010-04-02,16,2299
2010-04-02,17,2933
2010-04-02,18,102
2010-04-02,21,2
2010-04-02,23,1
2010-04-03,9,2
2010-04-03,10,1332
2010-04-03,11,3625
2010-04-03,12,4171
2010-04-03,13,4396
2010-04-03,14,4327
2010-04-03,15,4345
2010-04-03,16,4164
2010-04-03,17,4152
2010-04-03,18,51
2010-04-03,23,1
2010-04-04,8,5
