Date,Hour,TotalCheckouts
2008-02-10,17,499
2008-02-10,18,45
2008-02-11,7,9
2008-02-11,8,53
2008-02-11,9,208
2008-02-11,10,322
2008-02-11,11,698
2008-02-11,12,613
2008-02-11,13,2413
2008-02-11,14,2535
2008-02-11,15,3077
2008-02-11,16,3292
2008-02-11,17,3201
2008-02-11,18,2542
2008-02-11,19,2183
2008-02-11,20,41
2008-02-11,23,5
2008-02-12,7,1
2008-02-12,8,37
2008-02-12,9,233
2008-02-12,10,451
2008-02-12,11,389
2008-02-12,12,628
2008-02-12,13,2568
2008-02-12,14,2511
2008-02-12,15,3020
2008-02-12,16,3496
2008-02-12,17,3264
2008-02-12,18,2606
2008-02-12,19,2537
2008-02-12,20,54
2008-02-12,22,3
2008-02-12,23,18
2008-02-13,7,6
2008-02-13,8,189
2008-02-13,9,21
2008-02-13,10,1638
2008-02-13,11,2290
2008-02-13,12,2108
2008-02-13,13,2493
2008-02-13,14,2651
2008-02-13,15,2781
2008-02-13,16,2981
2008-02-13,17,3257
2008-02-13,18,2669
2008-02-13,19,2490
2008-02-13,20,80
2008-02-13,23,3
2008-02-14,7,2
2008-02-14,8,17
2008-02-14,9,29
2008-02-14,10,1462
2008-02-14,11,2037
2008-02-14,12,1934
2008-02-14,13,2272
2008-02-14,14,2295
2008-02-14,15,2581
2008-02-14,16,2674
2008-02-14,17,3095
2008-02-14,18,2469
2008-02-14,19,1925
2008-02-14,20,41
2008-02-15,7,4
2008-02-15,8,205
2008-02-15,9,88
2008-02-15,10,1577
2008-02-15,11,2295
2008-02-15,12,2198
2008-02-15,13,2507
2008-02-15,14,2683
2008-02-15,15,3111
2008-02-15,16,3784
2008-02-15,17,4552
2008-02-15,18,81
2008-02-15,23,2
2008-02-16,8,1
2008-02-16,9,17
2008-02-16,10,2023
2008-02-16,11,3006
2008-02-16,12,3167
2008-02-16,13,3653
2008-02-16,14,3598
2008-02-16,15,4122
2008-02-16,16,3729
2008-02-16,17,3626
2008-02-16,18,94
2008-02-17,9,3
2008-02-17,10,8
2008-02-17,11,19
2008-02-17,12,1715
2008-02-17,13,2192
2008-02-17,14,2445
2008-02-17,15,2698
2008-02-17,16,3130
2008-02-17,17,484
2008-02-17,18,14
2008-02-17,20,19
2008-02-17,21,2
2008-02-18,17,1
2008-02-19,8,12
2008-02-19,9,85
2008-02-19,10,367
2008-02-19,11,486
2008-02-19,12,608
2008-02-19,13,3743
2008-02-19,14,3892
2008-02-19,15,3738
2008-02-19,16,3859
2008-02-19,17,4196
2008-02-19,18,3062
2008-02-19,19,2790
2008-02-19,20,42
2008-02-19,21,1
2008-02-19,23,2
2008-02-20,8,302
2008-02-20,9,407
2008-02-20,10,1553
2008-02-20,11,2415
2008-02-20,12,2336
2008-02-20,13,2736
2008-02-20,14,2829
2008-02-20,15,3286
2008-02-20,16,3291
2008-02-20,17,3495
2008-02-20,18,2398
2008-02-20,19,2238
2008-02-20,20,27
2008-02-20,21,3
2008-02-21,7,1
2008-02-21,8,148
2008-02-21,9,90
2008-02-21,10,1670
2008-02-21,11,2485
2008-02-21,12,2169
2008-02-21,13,2549
2008-02-21,14,2650
2008-02-21,15,3155
2008-02-21,16,3118
2008-02-21,17,3367
2008-02-21,18,2294
2008-02-21,19,2426
2008-02-21,20,6
2008-02-21,23,9
2008-02-22,8,47
2008-02-22,9,147
2008-02-22,10,1584
2008-02-22,11,2378
2008-02-22,12,2479
2008-02-22,13,2725
2008-02-22,14,2608
2008-02-22,15,2846
2008-02-22,16,3328
2008-02-22,17,4477
2008-02-22,18,123
2008-02-22,20,2
2008-02-22,22,1
2008-02-23,9,15
2008-02-23,10,2048
2008-02-23,11,2588
2008-02-23,12,2973
2008-02-23,13,3025
2008-02-23,14,3245
2008-02-23,15,3479
2008-02-23,16,3470
2008-02-23,17,3077
2008-02-23,18,53
2008-02-24,8,6
2008-02-24,9,1
2008-02-24,10,5
2008-02-24,11,3
2008-02-24,12,1636
2008-02-24,13,2157
2008-02-24,14,2257
2008-02-24,15,2659
2008-02-24,16,2914
2008-02-24,17,561
2008-02-24,18,2
2008-02-25,7,11
2008-02-25,8,234
2008-02-25,9,103
2008-02-25,10,500
2008-02-25,11,570
2008-02-25,12,488
2008-02-25,13,2501
2008-02-25,14,2507
2008-02-25,15,2774
2008-02-25,17,3627
2008-02-25,18,3065
2008-02-25,19,2467
2008-02-25,20,45
2008-02-25,21,4
2008-02-26,8,156
2008-02-26,9,272
2008-02-26,10,412
2008-02-26,11,452
2008-02-26,12,567
2008-02-26,13,2862
2008-02-26,14,3018
2008-02-26,15,3082
2008-02-26,16,3445
2008-02-26,17,3901
2008-02-26,18,2858
2008-02-26,19,2501
2008-02-26,20,22
2008-02-26,23,2
2008-02-27,8,12
2008-02-27,9,108
2008-02-27,10,1580
2008-02-27,11,2262
2008-02-27,12,2065
2008-02-27,13,2480
2008-02-27,14,2678
2008-02-27,15,3219
2008-02-27,16,3417
2008-02-27,17,4008
2008-02-27,18,2857
2008-02-27,19,2544
2008-02-27,20,64
2008-02-27,23,1
2008-02-28,7,1
2008-02-28,8,158
2008-02-28,9,158
2008-02-28,10,1774
2008-02-28,11,2519
2008-02-28,12,2382
2008-02-28,13,2367
2008-02-28,14,2706
2008-02-28,15,2803
2008-02-28,16,3365
2008-02-28,17,4030
2008-02-28,18,2989
2008-02-28,19,2339
2008-02-28,20,17
2008-02-28,23,2
2008-02-29,7,2
2008-02-29,8,92
2008-02-29,9,38
2008-02-29,10,1574
2008-02-29,11,2234
2008-02-29,12,2379
2008-02-29,13,2609
2008-02-29,14,2769
2008-02-29,15,3298
2008-02-29,16,3504
2008-02-29,17,4204
2008-02-29,18,143
2008-02-29,20,2
2008-02-29,21,15
2008-02-29,23,3
2008-03-01,9,13
2008-03-01,10,2184
2008-03-01,11,3367
2008-03-01,12,3945
2008-03-01,13,3788
2008-03-01,14,4413
2008-03-01,15,3874
2008-03-01,16,3918
2008-03-01,17,3836
2008-03-01,18,52
2008-03-02,9,7
2008-03-02,10,13
2008-03-02,11,12
2008-03-02,12,1737
2008-03-02,13,2281
2008-03-02,14,2411
2008-03-02,15,2564
2008-03-02,16,2931
2008-03-02,17,528
2008-03-02,18,3
2008-03-03,8,130
2008-03-03,9,166
2008-03-03,10,181
2008-03-03,11,301
2008-03-03,12,539
2008-03-03,13,2346
2008-03-03,14,2633
2008-03-03,15,3326
2008-03-03,16,3421
2008-03-03,17,3678
2008-03-03,18,2745
2008-03-03,19,2554
2008-03-03,20,42
2008-03-04,7,1
2008-03-04,8,27
2008-03-04,9,284
2008-03-04,10,262
2008-03-04,11,498
2008-03-04,12,570
2008-03-04,13,2512
2008-03-04,14,3122
2008-03-04,15,3173
2008-03-04,16,3232
2008-03-04,17,3665
2008-03-04,18,3066
2008-03-04,19,2499
2008-03-04,20,52
2008-03-04,21,4
2008-03-04,22,3
2008-03-04,23,9
2008-03-05,4,3
2008-03-05,7,1
2008-03-05,8,52
2008-03-05,9,45
2008-03-05,10,1440
2008-03-05,11,2193
2008-03-05,12,2483
2008-03-05,13,2655
2008-03-05,14,2905
2008-03-05,15,2746
2008-03-05,16,3170
2008-03-05,17,3759
2008-03-05,18,3120
2008-03-05,19,2862
2008-03-05,20,44
2008-03-05,21,2
2008-03-05,22,2
2008-03-05,23,10
2008-03-06,7,2
2008-03-06,8,71
2008-03-06,9,78
2008-03-06,10,1630
2008-03-06,11,2607
2008-03-06,12,2296
2008-03-06,13,2325
2008-03-06,14,2277
2008-03-06,15,2591
2008-03-06,16,3495
2008-03-06,17,3315
2008-03-06,18,2657
2008-03-06,19,2167
2008-03-06,20,33
2008-03-06,21,6
2008-03-06,22,2
2008-03-07,6,17
2008-03-07,7,12
2008-03-07,8,25
2008-03-07,9,66
2008-03-07,10,1673
2008-03-07,11,2117
2008-03-07,12,2439
2008-03-07,13,2705
2008-03-07,14,2691
2008-03-07,15,3164
2008-03-07,16,3777
2008-03-07,17,4394
2008-03-07,18,133
2008-03-07,20,1
2008-03-07,21,1
2008-03-07,22,5
2008-03-08,9,39
2008-03-08,10,2227
2008-03-08,11,3214
2008-03-08,12,3163
2008-03-08,13,3637
2008-03-08,14,4165
2008-03-08,15,3506
2008-03-08,16,3876
2008-03-08,17,3552
2008-03-08,18,50
2008-03-09,9,4
2008-03-09,10,9
2008-03-09,11,7
2008-03-09,12,1353
2008-03-09,13,2209
2008-03-09,14,2438
2008-03-09,15,2436
2008-03-09,16,3386
2008-03-09,17,494
2008-03-09,18,4
2008-03-10,7,3
2008-03-10,8,264
2008-03-10,9,287
2008-03-10,10,277
2008-03-10,11,344
2008-03-10,12,458
2008-03-10,13,2331
2008-03-10,14,2796
2008-03-10,15,3108
2008-03-10,16,3357
2008-03-10,17,3405
2008-03-10,18,2917
2008-03-10,19,2577
2008-03-10,20,35
2008-03-10,21,2
2008-03-10,23,20
2008-03-11,5,2
2008-03-11,8,19
2008-03-11,9,212
2008-03-11,10,481
2008-03-11,11,348
2008-03-11,12,558
2008-03-11,13,2831
2008-03-11,14,2702
2008-03-11,15,3127
2008-03-11,16,3492
2008-03-11,17,3803
2008-03-11,18,3154
2008-03-11,19,3084
2008-03-11,20,41
2008-03-11,22,11
2008-03-11,23,3
2008-03-12,7,19
2008-03-12,8,181
2008-03-12,9,248
2008-03-12,10,1560
2008-03-12,11,2440
2008-03-12,12,2331
2008-03-12,13,2317
2008-03-12,14,2984
2008-03-12,15,2974
2008-03-12,16,3453
2008-03-12,17,3648
2008-03-12,18,2891
2008-03-12,19,2793
2008-03-12,20,35
2008-03-12,21,4
2008-03-12,23,3
2008-03-13,8,52
2008-03-13,9,67
2008-03-13,10,1313
2008-03-13,11,2051
2008-03-13,12,1959
2008-03-13,13,2207
2008-03-13,14,2533
2008-03-13,15,2875
2008-03-13,16,3473
2008-03-13,17,3603
2008-03-13,18,2589
2008-03-13,19,2908
2008-03-13,20,36
2008-03-14,6,7
2008-03-14,7,6
2008-03-14,9,129
2008-03-14,10,1282
2008-03-14,11,2240
2008-03-14,12,2547
2008-03-14,13,2722
2008-03-14,14,2615
2008-03-14,15,3634
2008-03-14,16,3791
2008-03-14,17,4626
2008-03-14,18,173
2008-03-14,20,3
2008-03-14,23,1
2008-03-15,9,9
2008-03-15,10,1930
2008-03-15,11,2854
2008-03-15,12,3030
2008-03-15,13,3559
2008-03-15,14,3837
2008-03-15,15,3505
2008-03-15,16,3887
2008-03-15,17,3608
2008-03-15,18,66
2008-03-16,9,3
2008-03-16,11,17
2008-03-16,12,1508
2008-03-16,13,2288
2008-03-16,14,2372
2008-03-16,15,2579
2008-03-16,16,2935
2008-03-16,17,365
2008-03-16,18,14
2008-03-17,7,1
2008-03-17,8,210
2008-03-17,9,311
2008-03-17,10,261
2008-03-17,11,353
2008-03-17,12,635
2008-03-17,13,2203
2008-03-17,14,2808
2008-03-17,15,2955
2008-03-17,16,3040
2008-03-17,17,3457
2008-03-17,18,2941
2008-03-17,19,2579
2008-03-17,20,62
2008-03-17,22,8
2008-03-17,23,1
2008-03-18,7,1
2008-03-18,8,96
2008-03-18,9,194
2008-03-18,10,363
2008-03-18,11,404
2008-03-18,12,584
2008-03-18,13,2432
2008-03-18,15,2667
2008-03-18,16,3169
2008-03-18,17,3777
2008-03-18,18,3163
2008-03-18,19,2910
2008-03-18,20,13
2008-03-18,21,2
2008-03-18,22,14
2008-03-18,23,7
2008-03-19,4,4
2008-03-19,5,1
2008-03-19,7,1
2008-03-19,8,236
2008-03-19,9,97
2008-03-19,10,1597
2008-03-19,11,2252
2008-03-19,12,2173
2008-03-19,13,2441
2008-03-19,14,2668
2008-03-19,15,2834
2008-03-19,16,3308
2008-03-19,17,3814
2008-03-19,18,3021
2008-03-19,19,2837
2008-03-19,20,32
2008-03-19,23,2
2008-03-20,7,1
2008-03-20,8,160
2008-03-20,9,128
2008-03-20,10,1715
2008-03-20,11,2200
2008-03-20,12,2418
2008-03-20,13,2120
2008-03-20,14,2380
2008-03-20,15,2851
2008-03-20,16,3175
2008-03-20,17,3153
2008-03-20,18,2922
2008-03-20,19,2738
2008-03-20,20,36
2008-03-20,21,2
2008-03-20,22,2
2008-03-21,6,17
2008-03-21,7,6
2008-03-21,8,191
2008-03-21,9,131
2008-03-21,10,1503
2008-03-21,11,2197
2008-03-21,12,2497
2008-03-21,13,3113
2008-03-21,14,2984
2008-03-21,15,3146
2008-03-21,16,3700
2008-03-21,17,4305
2008-03-21,18,138
2008-03-21,20,16
2008-03-21,21,2
2008-03-22,9,30
2008-03-22,10,1758
2008-03-22,11,2709
2008-03-22,12,3167
2008-03-22,13,3233
2008-03-22,14,2992
2008-03-22,15,3181
2008-03-22,16,3756
2008-03-22,17,3400
2008-03-22,18,57
2008-03-22,20,3
2008-03-24,8,72
2008-03-24,9,87
2008-03-24,10,382
2008-03-24,11,477
2008-03-24,12,542
2008-03-24,13,3236
2008-03-24,14,3092
2008-03-24,15,3103
2008-03-24,16,3700
2008-03-24,17,4009
2008-03-24,18,3741
2008-03-24,19,3421
2008-03-24,20,76
2008-03-24,21,3
2008-03-24,23,1
2008-03-25,1,1
2008-03-25,4,8
2008-03-25,8,79
2008-03-25,9,108
2008-03-25,10,317
2008-03-25,11,634
2008-03-25,12,609
2008-03-25,13,2866
2008-03-25,14,3036
2008-03-25,15,3262
2008-03-25,16,4074
2008-03-25,17,3859
2008-03-25,18,3000
2008-03-25,19,3275
2008-03-25,20,65
2008-03-25,23,2
2008-03-26,7,31
2008-03-26,8,273
2008-03-26,9,106
2008-03-26,10,1625
2008-03-26,11,2319
2008-03-26,12,2358
2008-03-26,13,2581
2008-03-26,14,2864
2008-03-26,15,3051
2008-03-26,16,3510
2008-03-26,17,3551
2008-03-26,18,3112
2008-03-26,19,2646
2008-03-26,20,44
2008-03-27,7,3
2008-03-27,8,112
2008-03-27,9,224
2008-03-27,10,1777
2008-03-27,11,2306
2008-03-27,12,2195
2008-03-27,13,2363
2008-03-27,14,2450
2008-03-27,15,3013
2008-03-27,16,3001
2008-03-27,17,3218
2008-03-27,18,2999
2008-03-27,19,2475
2008-03-27,20,60
2008-03-28,8,112
2008-03-28,9,220
2008-03-28,10,1529
2008-03-28,11,2023
2008-03-28,12,2278
2008-03-28,13,2283
2008-03-28,14,2534
2008-03-28,15,3138
2008-03-28,16,3792
2008-03-28,17,4636
2008-03-28,18,102
2008-03-28,20,1
2008-03-29,9,18
2008-03-29,10,1930
2008-03-29,11,3291
2008-03-29,12,3321
2008-03-29,13,3956
2008-03-29,14,3503
2008-03-29,15,4042
2008-03-29,16,3976
2008-03-29,17,3719
2008-03-29,18,35
2008-03-29,20,3
2008-03-29,21,1
2008-03-29,23,8
2008-03-30,10,12
2008-03-30,11,13
2008-03-30,12,1538
2008-03-30,13,2464
2008-03-30,14,2497
2008-03-30,15,2420
2008-03-30,16,3134
2008-03-30,17,457
2008-03-30,18,7
2008-03-31,8,138
2008-03-31,9,195
2008-03-31,10,409
2008-03-31,11,435
2008-03-31,12,681
2008-03-31,13,3006
2008-03-31,14,3138
2008-03-31,15,3275
2008-03-31,16,3323
2008-03-31,17,3260
2008-03-31,18,2663
2008-03-31,19,2709
2008-03-31,20,63
2008-03-31,23,5
2008-04-01,7,2
2008-04-01,8,94
2008-04-01,9,134
2008-04-01,10,263
2008-04-01,11,281
2008-04-01,12,514
2008-04-01,13,3488
2008-04-01,14,3518
2008-04-01,15,3418
2008-04-01,16,3436
2008-04-01,17,3745
2008-04-01,18,3208
2008-04-01,19,3133
2008-04-01,20,58
2008-04-01,23,8
2008-04-02,8,42
2008-04-02,9,75
2008-04-02,10,1706
2008-04-02,11,2604
2008-04-02,12,2405
2008-04-02,13,2445
2008-04-02,14,2653
