Date,Hour,TotalCheckouts
2009-02-11,19,3038
2009-02-11,20,13
2009-02-12,8,191
2009-02-12,9,62
2009-02-12,10,1753
2009-02-12,11,2476
2009-02-12,12,2279
2009-02-12,13,2574
2009-02-12,14,2620
2009-02-12,15,3197
2009-02-12,16,3752
2009-02-12,17,3864
2009-02-12,18,2898
2009-02-12,19,2381
2009-02-12,20,27
2009-02-13,6,8
2009-02-13,7,26
2009-02-13,8,112
2009-02-13,9,84
2009-02-13,10,1965
2009-02-13,11,2308
2009-02-13,12,2942
2009-02-13,13,2841
2009-02-13,14,2975
2009-02-13,15,3571
2009-02-13,16,4230
2009-02-13,17,4855
2009-02-13,18,94
2009-02-13,23,3
2009-02-14,7,3
2009-02-14,9,10
2009-02-14,10,2118
2009-02-14,11,3336
2009-02-14,12,3809
2009-02-14,13,4099
2009-02-14,14,4421
2009-02-14,15,4500
2009-02-14,16,4130
2009-02-14,17,4312
2009-02-14,18,31
2009-02-14,21,1
2009-02-14,23,1
2009-02-15,10,12
2009-02-15,11,1
2009-02-15,12,2023
2009-02-15,13,2785
2009-02-15,14,2837
2009-02-15,15,3212
2009-02-15,16,3926
2009-02-15,17,576
2009-02-15,18,11
2009-02-16,12,3
2009-02-16,13,2
2009-02-16,15,2
2009-02-17,7,13
2009-02-17,8,43
2009-02-17,9,40
2009-02-17,10,612
2009-02-17,11,552
2009-02-17,12,762
2009-02-17,13,4710
2009-02-17,14,5543
2009-02-17,15,4580
2009-02-17,16,5255
2009-02-17,17,6094
2009-02-17,18,4179
2009-02-17,19,3410
2009-02-17,20,16
2009-02-17,23,3
2009-02-18,7,18
2009-02-18,8,270
2009-02-18,9,127
2009-02-18,10,1973
2009-02-18,11,3024
2009-02-18,12,3203
2009-02-18,13,3289
2009-02-18,14,3783
2009-02-18,15,4137
2009-02-18,16,3925
2009-02-18,17,4135
2009-02-18,18,3596
2009-02-18,19,2801
2009-02-18,20,39
2009-02-18,23,2
2009-02-19,7,22
2009-02-19,8,126
2009-02-19,9,87
2009-02-19,10,1866
2009-02-19,11,2881
2009-02-19,12,3119
2009-02-19,13,2977
2009-02-19,14,3049
2009-02-19,15,3341
2009-02-19,16,3720
2009-02-19,17,4066
2009-02-19,18,2768
2009-02-19,19,2370
2009-02-19,20,12
2009-02-20,6,1
2009-02-20,8,52
2009-02-20,9,155
2009-02-20,10,1765
2009-02-20,11,2594
2009-02-20,12,2951
2009-02-20,13,3293
2009-02-20,14,3181
2009-02-20,15,3605
2009-02-20,16,4053
2009-02-20,17,4777
2009-02-20,18,50
2009-02-21,0,1
2009-02-21,9,25
2009-02-21,10,2104
2009-02-21,11,3381
2009-02-21,12,3375
2009-02-21,13,3687
2009-02-21,14,4065
2009-02-21,15,4206
2009-02-21,16,4707
2009-02-21,17,4143
2009-02-21,18,79
2009-02-21,20,2
2009-02-21,23,6
2009-02-22,9,1
2009-02-22,10,3
2009-02-22,11,17
2009-02-22,12,2100
2009-02-22,13,2769
2009-02-22,14,3033
2009-02-22,15,3243
2009-02-22,16,3481
2009-02-22,17,548
2009-02-22,18,14
2009-02-23,6,1
2009-02-23,7,50
2009-02-23,8,23
2009-02-23,9,48
2009-02-23,10,425
2009-02-23,11,620
2009-02-23,12,646
2009-02-23,13,3181
2009-02-23,14,3349
2009-02-23,15,4066
2009-02-23,16,4282
2009-02-23,17,4324
2009-02-23,18,3337
2009-02-23,19,2812
2009-02-23,20,2
2009-02-23,21,2
2009-02-23,22,1
2009-02-23,23,3
2009-02-24,7,1
2009-02-24,8,84
2009-02-24,9,101
2009-02-24,10,253
2009-02-24,11,463
2009-02-24,12,578
2009-02-24,13,3300
2009-02-24,14,3414
2009-02-24,15,3762
2009-02-24,16,4294
2009-02-24,17,4172
2009-02-24,18,2968
2009-02-24,19,2699
2009-02-24,20,35
2009-02-24,23,4
2009-02-25,1,8
2009-02-25,3,3
2009-02-25,8,187
2009-02-25,9,150
2009-02-25,10,2037
2009-02-25,11,2805
2009-02-25,12,2629
2009-02-25,13,2692
2009-02-25,14,3159
2009-02-25,15,3749
2009-02-25,16,4415
2009-02-25,17,4414
2009-02-25,18,3206
2009-02-25,19,2954
2009-02-25,20,24
2009-02-25,23,5
2009-02-26,7,8
2009-02-26,8,153
2009-02-26,9,101
2009-02-26,10,1731
2009-02-26,11,2466
2009-02-26,12,2747
2009-02-26,13,2686
2009-02-26,14,3275
2009-02-26,15,3088
2009-02-26,16,4165
2009-02-26,17,3765
2009-02-26,18,3280
2009-02-26,19,2734
2009-02-26,20,27
2009-02-26,23,1
2009-02-27,7,30
2009-02-27,8,218
2009-02-27,9,68
2009-02-27,10,1798
2009-02-27,11,2495
2009-02-27,12,2646
2009-02-27,13,2982
2009-02-27,14,3137
2009-02-27,15,3876
2009-02-27,16,4491
2009-02-27,17,5135
2009-02-27,18,84
2009-02-28,9,31
2009-02-28,10,2501
2009-02-28,11,3573
2009-02-28,12,3688
2009-02-28,13,3856
2009-02-28,14,4436
2009-02-28,15,4767
2009-02-28,16,4767
2009-02-28,17,4750
2009-02-28,18,88
2009-02-28,23,1
2009-03-01,9,4
2009-03-01,10,10
2009-03-01,11,10
2009-03-01,12,2156
2009-03-01,13,2806
2009-03-01,14,3195
2009-03-01,15,2895
2009-03-01,16,3877
2009-03-01,17,608
2009-03-01,18,1
2009-03-02,6,1
2009-03-02,7,16
2009-03-02,8,260
2009-03-02,9,11
2009-03-02,10,373
2009-03-02,11,568
2009-03-02,12,748
2009-03-02,13,2904
2009-03-02,14,3488
2009-03-02,15,3976
2009-03-02,16,4265
2009-03-02,17,4565
2009-03-02,18,3123
2009-03-02,19,2514
2009-03-02,20,29
2009-03-02,23,3
2009-03-03,5,1
2009-03-03,6,3
2009-03-03,7,5
2009-03-03,9,301
2009-03-03,10,360
2009-03-03,11,547
2009-03-03,12,558
2009-03-03,13,3363
2009-03-03,14,3255
2009-03-03,15,3569
2009-03-03,16,4175
2009-03-03,17,4231
2009-03-03,18,3199
2009-03-03,19,2654
2009-03-03,20,32
2009-03-03,22,4
2009-03-04,7,11
2009-03-04,8,28
2009-03-04,9,98
2009-03-04,10,1897
2009-03-04,11,2826
2009-03-04,12,2778
2009-03-04,13,3201
2009-03-04,14,3513
2009-03-04,15,3521
2009-03-04,16,4119
2009-03-04,17,4275
2009-03-04,18,3441
2009-03-04,19,2537
2009-03-04,20,33
2009-03-05,7,5
2009-03-05,8,164
2009-03-05,9,178
2009-03-05,10,1533
2009-03-05,11,2417
2009-03-05,12,2091
2009-03-05,13,2475
2009-03-05,14,2875
2009-03-05,15,3253
2009-03-05,16,3843
2009-03-05,17,3826
2009-03-05,18,3081
2009-03-05,19,2547
2009-03-05,20,16
2009-03-06,6,4
2009-03-06,7,16
2009-03-06,8,76
2009-03-06,9,40
2009-03-06,10,1861
2009-03-06,11,2166
2009-03-06,12,2707
2009-03-06,13,2994
2009-03-06,14,3180
2009-03-06,15,3646
2009-03-06,16,4096
2009-03-06,17,4569
2009-03-06,18,126
2009-03-06,19,1
2009-03-06,21,4
2009-03-07,8,2
2009-03-07,9,6
2009-03-07,10,2457
2009-03-07,11,3369
2009-03-07,12,3777
2009-03-07,13,4117
2009-03-07,14,4359
2009-03-07,15,4318
2009-03-07,16,4509
2009-03-07,17,4676
2009-03-07,18,74
2009-03-07,21,2
2009-03-07,22,2
2009-03-07,23,7
2009-03-08,9,3
2009-03-08,10,2
2009-03-08,11,24
2009-03-08,12,1777
2009-03-08,13,2503
2009-03-08,14,2710
2009-03-08,15,2930
2009-03-08,16,3927
2009-03-08,17,679
2009-03-08,18,6
2009-03-09,7,5
2009-03-09,8,69
2009-03-09,9,147
2009-03-09,10,394
2009-03-09,11,556
2009-03-09,12,549
2009-03-09,13,3070
2009-03-09,14,3295
2009-03-09,15,3651
2009-03-09,16,4243
2009-03-09,17,4299
2009-03-09,18,3664
2009-03-09,19,3381
2009-03-09,20,69
2009-03-09,23,3
2009-03-10,7,2
2009-03-10,8,101
2009-03-10,9,232
2009-03-10,10,423
2009-03-10,11,493
2009-03-10,12,531
2009-03-10,13,3326
2009-03-10,14,3339
2009-03-10,15,3720
2009-03-10,16,4186
2009-03-10,17,4134
2009-03-10,18,3742
2009-03-10,19,3617
2009-03-10,20,43
2009-03-10,23,9
2009-03-11,0,1
2009-03-11,7,56
2009-03-11,8,151
2009-03-11,9,204
2009-03-11,10,1598
2009-03-11,11,2418
2009-03-11,12,2752
2009-03-11,13,2501
2009-03-11,14,3344
2009-03-11,15,3624
2009-03-11,16,3907
2009-03-11,17,4051
2009-03-11,18,3471
2009-03-11,19,3298
2009-03-11,20,41
2009-03-11,23,1
2009-03-12,7,16
2009-03-12,8,100
2009-03-12,9,198
2009-03-12,10,1656
2009-03-12,11,2332
2009-03-12,12,2515
2009-03-12,13,2409
2009-03-12,14,2622
2009-03-12,15,3350
2009-03-12,16,3699
2009-03-12,17,3687
2009-03-12,18,3088
2009-03-12,19,2802
2009-03-12,20,28
2009-03-12,21,4
2009-03-12,23,4
2009-03-13,8,145
2009-03-13,9,158
2009-03-13,10,1709
2009-03-13,11,2190
2009-03-13,12,2445
2009-03-13,13,2600
2009-03-13,14,3104
2009-03-13,15,3602
2009-03-13,16,3611
2009-03-13,17,4928
2009-03-13,18,144
2009-03-13,21,1
2009-03-14,8,3
2009-03-14,9,20
2009-03-14,10,1732
2009-03-14,11,2894
2009-03-14,12,3474
2009-03-14,13,4030
2009-03-14,14,4386
2009-03-14,15,4694
2009-03-14,16,4687
2009-03-14,17,4364
2009-03-14,18,81
2009-03-14,20,2
2009-03-14,21,1
2009-03-14,22,1
2009-03-14,23,3
2009-03-15,8,5
2009-03-15,9,4
2009-03-15,10,2
2009-03-15,11,5
2009-03-15,12,1897
2009-03-15,13,2528
2009-03-15,14,3048
2009-03-15,15,3347
2009-03-15,16,4148
2009-03-15,17,560
2009-03-15,18,8
2009-03-16,6,12
2009-03-16,8,36
2009-03-16,9,173
2009-03-16,10,383
2009-03-16,11,617
2009-03-16,12,649
2009-03-16,13,3102
2009-03-16,14,3374
2009-03-16,15,3716
2009-03-16,16,4432
2009-03-16,17,4148
2009-03-16,18,3201
2009-03-16,19,3285
2009-03-16,20,39
2009-03-16,23,2
2009-03-17,0,1
2009-03-17,2,1
2009-03-17,3,2
2009-03-17,4,8
2009-03-17,6,1
2009-03-17,7,1
2009-03-17,8,184
2009-03-17,9,284
2009-03-17,10,415
2009-03-17,11,411
2009-03-17,12,658
2009-03-17,13,3597
2009-03-17,14,3353
2009-03-17,15,3817
2009-03-17,16,4107
2009-03-17,17,4038
2009-03-17,18,2926
2009-03-17,19,3268
2009-03-17,20,17
2009-03-18,8,151
2009-03-18,9,232
2009-03-18,10,1991
2009-03-18,11,2664
2009-03-18,12,3088
2009-03-18,13,3180
2009-03-18,14,3114
2009-03-18,15,3393
2009-03-18,16,3828
2009-03-18,17,4243
2009-03-18,18,3289
2009-03-18,19,3291
2009-03-18,20,13
2009-03-18,22,3
2009-03-19,8,172
2009-03-19,9,102
2009-03-19,10,1656
2009-03-19,11,2524
2009-03-19,12,2244
2009-03-19,13,2717
2009-03-19,14,2877
2009-03-19,15,3332
2009-03-19,16,3905
2009-03-19,17,3687
2009-03-19,18,3304
2009-03-19,19,2720
2009-03-19,20,32
2009-03-19,23,1
2009-03-20,7,13
2009-03-20,8,82
2009-03-20,9,35
2009-03-20,10,1781
2009-03-20,11,2951
2009-03-20,12,2972
2009-03-20,13,3518
2009-03-20,14,3501
2009-03-20,15,3640
2009-03-20,16,4047
2009-03-20,17,5008
2009-03-20,18,53
2009-03-20,23,1
2009-03-21,9,10
2009-03-21,10,1888
2009-03-21,11,3238
2009-03-21,12,3530
2009-03-21,13,3649
2009-03-21,14,4255
2009-03-21,15,3811
2009-03-21,16,3811
2009-03-21,17,4536
2009-03-21,18,77
2009-03-21,23,7
2009-03-22,9,1
2009-03-22,11,20
2009-03-22,12,1975
2009-03-22,13,3077
2009-03-22,14,3046
2009-03-22,15,3058
2009-03-22,16,3644
2009-03-22,17,505
2009-03-22,18,11
2009-03-23,7,1
2009-03-23,8,272
2009-03-23,9,69
2009-03-23,10,415
2009-03-23,11,388
2009-03-23,12,635
2009-03-23,13,3189
2009-03-23,14,3511
2009-03-23,15,3982
2009-03-23,16,4319
2009-03-23,17,4310
2009-03-23,18,3515
2009-03-23,19,3167
2009-03-23,20,59
2009-03-23,23,2
2009-03-24,5,3
2009-03-24,7,32
2009-03-24,8,307
2009-03-24,9,156
2009-03-24,10,361
2009-03-24,11,371
2009-03-24,12,652
2009-03-24,13,3532
2009-03-24,14,3523
2009-03-24,15,3710
2009-03-24,16,4168
2009-03-24,17,4520
2009-03-24,18,3121
2009-03-24,19,3243
2009-03-24,20,45
2009-03-24,22,1
2009-03-24,23,2
2009-03-25,6,1
2009-03-25,7,4
2009-03-25,8,84
2009-03-25,9,220
2009-03-25,10,1812
2009-03-25,11,2692
2009-03-25,12,2752
2009-03-25,13,2527
2009-03-25,14,2945
2009-03-25,15,3446
2009-03-25,16,3944
2009-03-25,17,3961
2009-03-25,18,3515
2009-03-25,19,3507
2009-03-25,20,25
2009-03-26,8,76
2009-03-26,9,117
2009-03-26,10,1827
2009-03-26,11,2505
2009-03-26,12,2536
2009-03-26,13,2757
2009-03-26,14,2783
2009-03-26,15,3014
2009-03-26,16,3667
2009-03-26,17,3846
2009-03-26,18,3144
2009-03-26,19,2697
2009-03-26,20,23
2009-03-26,22,2
2009-03-27,7,5
2009-03-27,8,14
2009-03-27,9,122
2009-03-27,10,1675
2009-03-27,11,2476
2009-03-27,12,2520
2009-03-27,13,2730
2009-03-27,14,2920
2009-03-27,15,3422
2009-03-27,16,4089
2009-03-27,17,4864
2009-03-27,18,65
2009-03-27,23,3
2009-03-28,9,11
2009-03-28,10,2005
2009-03-28,11,3190
2009-03-28,12,3660
2009-03-28,13,3772
2009-03-28,14,4516
2009-03-28,15,4204
2009-03-28,16,4179
2009-03-28,17,4290
2009-03-28,18,32
2009-03-28,20,1
2009-03-29,8,2
2009-03-29,9,4
2009-03-29,10,6
2009-03-29,11,11
2009-03-29,12,1875
2009-03-29,13,2780
2009-03-29,14,2629
2009-03-29,15,2925
2009-03-29,16,3502
2009-03-29,17,464
2009-03-29,18,7
2009-03-30,8,80
2009-03-30,9,206
2009-03-30,10,322
2009-03-30,11,482
2009-03-30,12,618
2009-03-30,13,3783
2009-03-30,14,4056
2009-03-30,15,4043
2009-03-30,16,4305
2009-03-30,17,4515
2009-03-30,18,3438
2009-03-30,19,3045
2009-03-30,20,25
2009-03-30,21,1
2009-03-31,2,2
2009-03-31,7,17
2009-03-31,8,41
2009-03-31,9,59
2009-03-31,10,404
2009-03-31,11,453
2009-03-31,12,535
2009-03-31,13,4018
2009-03-31,14,3769
2009-03-31,15,3635
2009-03-31,16,3915
2009-03-31,17,4465
2009-03-31,18,3336
2009-03-31,19,3156
2009-03-31,20,25
2009-03-31,22,7
2009-03-31,23,2
2009-04-01,8,38
