Date,Hour,TotalCheckouts
2006-01-09,9,110
2006-01-09,10,286
2006-01-09,11,600
2006-01-09,12,572
2006-01-09,13,1841
2006-01-09,14,2203
2006-01-09,15,2633
2006-01-09,16,3165
2006-01-09,17,2586
2006-01-09,18,1977
2006-01-09,19,1893
2006-01-09,20,33
2006-01-09,22,2
2006-01-09,23,1
2006-01-10,7,7
2006-01-10,8,7
2006-01-10,9,79
2006-01-10,10,299
2006-01-10,11,348
2006-01-10,12,446
2006-01-10,13,2547
2006-01-10,14,2524
2006-01-10,15,2443
2006-01-10,16,1195
2006-01-10,17,2855
2006-01-10,18,2186
2006-01-10,19,2243
2006-01-10,20,60
2006-01-11,7,3
2006-01-11,8,39
2006-01-11,9,73
2006-01-11,10,1314
2006-01-11,11,2135
2006-01-11,12,1958
2006-01-11,13,2032
2006-01-11,14,2604
2006-01-11,15,2556
2006-01-11,16,3193
2006-01-11,17,2988
2006-01-11,18,2091
2006-01-11,19,1935
2006-01-11,20,3
2006-01-12,3,3
2006-01-12,5,1
2006-01-12,7,1
2006-01-12,8,5
2006-01-12,9,45
2006-01-12,10,1217
2006-01-12,11,1939
2006-01-12,12,1671
2006-01-12,13,1800
2006-01-12,14,1993
2006-01-12,15,2275
2006-01-12,16,2753
2006-01-12,17,2954
2006-01-12,18,37
2006-01-13,8,119
2006-01-13,9,53
2006-01-13,10,1108
2006-01-13,11,1880
2006-01-13,12,2107
2006-01-13,13,2016
2006-01-13,14,2417
2006-01-13,15,2631
2006-01-13,16,2292
2006-01-13,17,3684
2006-01-13,18,43
2006-01-14,2,6
2006-01-14,9,12
2006-01-14,10,1774
2006-01-14,11,1300
2006-01-14,12,395
2006-01-14,13,915
2006-01-14,14,1009
2006-01-14,15,1371
2006-01-14,16,68
2006-01-14,17,1867
2006-01-14,18,25
2006-01-15,9,2
2006-01-15,10,12
2006-01-18,12,1843
2006-01-24,11,549
2006-01-24,12,655
2006-01-24,13,2416
2006-01-24,14,2762
2006-01-24,15,2718
2006-01-24,16,2896
2006-01-24,17,2910
2006-01-24,18,2101
2006-01-24,19,2289
2006-01-24,20,38
2006-01-24,22,1
2006-01-25,6,5
2006-01-25,7,1
2006-01-25,8,203
2006-01-25,9,117
2006-01-25,10,1259
2006-01-25,11,1836
2006-01-25,12,1914
2006-01-25,13,1813
2006-01-25,14,2095
2006-01-25,15,2331
2006-01-25,16,2776
2006-01-25,17,2790
2006-01-25,18,2185
2006-01-25,19,2070
2006-01-25,20,48
2006-01-26,2,1
2006-01-26,7,2
2006-01-26,8,124
2006-01-26,9,65
2006-01-26,10,1220
2006-01-26,11,2163
2006-01-26,12,1821
2006-01-26,13,2112
2006-01-26,14,2268
2006-01-26,15,2457
2006-01-26,16,2762
2006-01-26,17,2857
2006-01-26,18,61
2006-01-26,19,3
2006-01-26,22,1
2006-01-26,23,3
2006-01-27,5,1
2006-01-27,7,34
2006-01-27,8,135
2006-01-27,9,95
2006-01-27,10,1385
2006-01-27,11,1968
2006-01-27,12,2337
2006-01-27,13,2170
2006-01-27,14,2531
2006-01-27,15,3219
2006-01-27,16,3295
2006-01-27,17,3962
2006-01-27,18,99
2006-01-28,8,6
2006-01-28,9,32
2006-01-28,10,1901
2006-01-28,11,2401
2006-01-28,12,2923
2006-01-28,13,3052
2006-01-28,14,3436
2006-01-28,15,3382
2006-01-28,16,3536
2006-01-28,17,3030
2006-01-28,18,70
2006-01-29,9,7
2006-01-29,10,27
2006-01-29,11,9
2006-01-29,12,18
2006-01-29,13,1331
2006-01-29,14,1817
2006-01-29,15,1562
2006-01-29,16,1982
2006-01-29,17,21
2006-01-30,8,73
2006-01-30,9,81
2006-01-30,10,327
2006-01-30,11,609
2006-01-30,12,513
2006-01-30,13,2281
2006-01-30,14,2333
2006-01-30,15,2595
2006-01-30,16,3115
2006-01-30,17,3162
2006-01-30,18,2382
2006-01-30,19,2223
2006-01-30,20,31
2006-01-31,4,1
2006-01-31,8,74
2006-01-31,9,118
2006-01-31,10,224
2006-01-31,11,421
2006-01-31,12,470
2006-01-31,13,2239
2006-01-31,14,2378
2006-01-31,15,2442
2006-01-31,16,2584
2006-01-31,17,2476
2006-01-31,18,2001
2006-01-31,19,2008
2006-01-31,20,59
2006-01-31,21,1
2006-02-01,7,4
2006-02-01,8,142
2006-02-01,9,113
2006-02-01,10,1363
2006-02-01,11,2086
2006-02-01,12,2124
2006-02-01,13,2132
2006-02-01,14,2295
2006-02-01,15,2780
2006-02-01,16,3140
2006-02-01,17,3068
2006-02-01,18,2150
2006-02-01,19,1985
2006-02-01,20,30
2006-02-01,23,4
2006-02-02,8,146
2006-02-02,9,195
2006-02-02,10,1552
2006-02-02,11,1816
2006-02-02,12,1600
2006-02-02,13,2258
2006-02-02,14,2174
2006-02-02,15,2425
2006-02-02,16,2623
2006-02-02,17,3109
2006-02-02,18,43
2006-02-02,19,3
2006-02-03,7,1
2006-02-03,8,21
2006-02-03,9,137
2006-02-03,10,1667
2006-02-03,11,2117
2006-02-03,12,2267
2006-02-03,13,2597
2006-02-03,14,2537
2006-02-03,15,3207
2006-02-03,16,3108
2006-02-03,17,3777
2006-02-03,18,18
2006-02-04,8,1
2006-02-04,9,37
2006-02-04,11,2707
2006-02-04,12,3018
2006-02-04,13,2803
2006-02-04,14,2779
2006-02-04,15,3018
2006-02-04,16,2902
2006-02-04,17,2640
2006-02-04,18,43
2006-02-05,7,7
2006-02-05,11,16
2006-02-05,12,20
2006-02-05,13,1497
2006-02-05,14,1336
2006-02-05,15,1300
2006-02-05,16,1232
2006-02-05,17,9
2006-02-06,8,27
2006-02-06,9,178
2006-02-06,10,253
2006-02-06,11,542
2006-02-06,12,493
2006-02-06,13,2098
2006-02-06,14,2454
2006-02-06,15,2535
2006-02-06,16,2800
2006-02-06,17,3087
2006-02-06,18,2052
2006-02-07,8,32
2006-02-07,9,94
2006-02-07,10,307
2006-02-07,11,423
2006-02-07,12,501
2006-02-07,13,2143
2006-02-07,14,2358
2006-02-07,15,2359
2006-02-07,16,2707
2006-02-07,17,2725
2006-02-07,18,2138
2006-02-07,19,2274
2006-02-07,20,28
2006-02-08,5,1
2006-02-08,7,8
2006-02-08,8,32
2006-02-08,9,94
2006-02-08,10,1385
2006-02-08,11,1666
2006-02-08,12,1875
2006-02-08,13,2214
2006-02-08,14,2645
2006-02-08,15,2380
2006-02-08,16,2871
2006-02-08,17,2779
2006-02-08,18,1989
2006-02-08,19,2092
2006-02-08,20,30
2006-02-09,8,90
2006-02-09,9,108
2006-02-09,10,1328
2006-02-09,11,1836
2006-02-09,12,1561
2006-02-09,13,1662
2006-02-09,14,2102
2006-02-09,15,2157
2006-02-09,16,2840
2006-02-09,17,3301
2006-02-09,18,72
2006-02-10,8,74
2006-02-10,9,107
2006-02-10,10,1267
2006-02-10,11,1576
2006-02-10,12,1737
2006-02-10,13,2011
2006-02-10,14,2036
2006-02-10,15,2192
2006-02-10,16,2763
2006-02-10,17,3796
2006-02-10,18,61
2006-02-11,0,6
2006-02-11,9,7
2006-02-11,10,1452
2006-02-11,11,2213
2006-02-11,12,2495
2006-02-11,13,2842
2006-02-11,14,2626
2006-02-11,15,2743
2006-02-11,16,2851
2006-02-11,17,2436
2006-02-11,18,28
2006-02-12,9,3
2006-02-12,10,2
2006-02-12,11,1
2006-02-12,12,3
2006-02-12,13,1152
2006-02-12,14,1544
2006-02-12,15,1550
2006-02-12,16,1860
2006-02-12,17,52
2006-02-13,8,1
2006-02-13,9,89
2006-02-13,10,238
2006-02-13,11,394
2006-02-13,12,431
2006-02-13,13,1988
2006-02-13,14,2086
2006-02-13,15,2417
2006-02-13,16,2534
2006-02-13,17,2962
2006-02-13,18,2333
2006-02-13,19,1765
2006-02-13,20,27
2006-02-14,8,161
2006-02-14,9,107
2006-02-14,10,446
2006-02-14,11,582
2006-02-14,12,480
2006-02-14,13,2005
2006-02-14,14,2254
2006-02-14,15,2327
2006-02-14,16,2451
2006-02-14,17,2656
2006-02-14,18,2000
2006-02-14,19,1620
2006-02-14,20,15
2006-02-15,7,2
2006-02-15,8,76
2006-02-15,9,69
2006-02-15,10,1273
2006-02-15,11,1930
2006-02-15,12,1819
2006-02-15,13,1907
2006-02-15,14,2352
2006-02-15,15,2454
2006-02-15,16,2529
2006-02-15,17,3091
2006-02-15,18,2292
2006-02-15,19,1807
2006-02-15,20,27
2006-02-16,6,1
2006-02-16,7,5
2006-02-16,8,13
2006-02-16,9,85
2006-02-16,10,1374
2006-02-16,11,1927
2006-02-16,12,1811
2006-02-16,13,1846
2006-02-16,14,2029
2006-02-16,15,2306
2006-02-16,16,2865
2006-02-16,17,3409
2006-02-16,18,36
2006-02-17,8,24
2006-02-17,9,187
2006-02-17,10,1324
2006-02-17,11,2059
2006-02-17,12,2037
2006-02-17,13,2090
2006-02-17,14,2363
2006-02-17,15,2568
2006-02-17,16,2945
2006-02-17,17,4075
2006-02-17,18,117
2006-02-17,19,1
2006-02-18,8,1
2006-02-18,9,23
2006-02-18,10,1641
2006-02-18,11,2488
2006-02-18,12,2841
2006-02-18,13,2652
2006-02-18,14,3017
2006-02-18,15,2764
2006-02-18,16,3140
2006-02-18,17,3044
2006-02-18,18,33
2006-02-19,8,5
2006-02-19,9,3
2006-02-19,10,3
2006-02-19,11,2
2006-02-19,12,2
2006-02-19,13,1114
2006-02-19,14,1806
2006-02-19,15,1947
2006-02-19,16,2034
2006-02-19,17,48
2006-02-20,12,3
2006-02-20,16,10
2006-02-21,7,13
2006-02-21,8,38
2006-02-21,9,238
2006-02-21,10,378
2006-02-21,11,526
2006-02-21,12,743
2006-02-21,13,3169
2006-02-21,14,3185
2006-02-21,15,3232
2006-02-21,16,3247
2006-02-21,17,3025
2006-02-21,18,2341
2006-02-21,19,1997
2006-02-21,20,20
2006-02-22,7,7
2006-02-22,8,83
2006-02-22,9,207
2006-02-22,10,1189
2006-02-22,11,2002
2006-02-22,12,2006
2006-02-22,13,2318
2006-02-22,14,2231
2006-02-22,15,2416
2006-02-22,16,2725
2006-02-22,17,2617
2006-02-22,18,2097
2006-02-22,19,1628
2006-02-22,20,22
2006-02-22,23,2
2006-02-23,8,78
2006-02-23,9,122
2006-02-23,10,1390
2006-02-23,11,2174
2006-02-23,12,1858
2006-02-23,13,1722
2006-02-23,14,2056
2006-02-23,15,2288
2006-02-23,16,2387
2006-02-23,17,2599
2006-02-23,18,1189
2006-02-23,19,955
2006-02-23,20,17
2006-02-24,8,7
2006-02-24,9,39
2006-02-24,10,1133
2006-02-24,11,2122
2006-02-24,12,2049
2006-02-24,13,2445
2006-02-24,14,2550
2006-02-24,15,2777
2006-02-24,16,2947
2006-02-24,17,3505
2006-02-24,18,51
2006-02-24,19,3
2006-02-25,2,5
2006-02-25,9,24
2006-02-25,10,1423
2006-02-25,11,2209
2006-02-25,12,2515
2006-02-25,13,2668
2006-02-25,14,2789
2006-02-25,15,2719
2006-02-27,14,2113
2006-02-27,15,2563
2006-02-27,16,2743
2006-02-27,17,2757
2006-02-27,18,1911
2006-02-27,19,2099
2006-02-27,20,64
2006-02-27,22,1
2006-02-28,5,3
2006-02-28,7,1
2006-02-28,8,24
2006-02-28,9,153
2006-02-28,10,348
2006-02-28,11,379
2006-02-28,12,373
2006-02-28,13,2201
2006-02-28,14,2155
2006-02-28,15,2536
2006-02-28,16,2707
2006-02-28,17,2738
2006-02-28,18,2243
2006-02-28,19,1996
2006-02-28,20,20
2006-03-01,8,71
2006-03-01,9,45
2006-03-01,10,1140
2006-03-01,11,1924
2006-03-01,12,2016
2006-03-01,13,2105
2006-03-01,14,2243
2006-03-01,15,2290
2006-03-01,16,2712
2006-03-01,17,2564
2006-03-01,18,2277
2006-03-01,19,2058
2006-03-01,20,58
2006-03-01,23,1
2006-03-02,7,4
2006-03-02,8,140
2006-03-02,9,162
2006-03-02,10,1212
2006-03-02,11,2191
2006-03-02,12,1708
2006-03-02,13,1778
2006-03-02,14,1857
2006-03-02,15,2208
2006-03-02,16,2617
2006-03-02,17,3180
2006-03-02,18,1685
2006-03-02,19,1412
2006-03-02,20,9
2006-03-03,8,9
2006-03-03,9,84
2006-03-03,10,1357
2006-03-03,11,1770
2006-03-03,12,1725
2006-03-03,13,2063
2006-03-03,14,2485
2006-03-03,15,2748
2006-03-03,16,2988
2006-03-03,17,3721
2006-03-03,18,90
2006-03-04,9,16
2006-03-04,10,1708
2006-03-04,11,2437
2006-03-04,12,2554
2006-03-04,13,2480
2006-03-04,14,2917
2006-03-04,15,2758
2006-03-04,16,2626
2006-03-04,17,2694
2006-03-04,18,51
2006-03-05,8,4
2006-03-05,10,6
2006-03-05,11,9
2006-03-05,12,808
2006-03-05,13,1931
2006-03-05,14,1821
2006-03-05,15,1903
2006-03-05,16,1918
2006-03-05,17,392
2006-03-05,18,5
2006-03-06,7,1
2006-03-06,8,5
2006-03-06,9,73
2006-03-06,10,397
2006-03-06,11,445
2006-03-06,12,602
2006-03-06,13,2177
2006-03-06,14,2483
2006-03-06,15,2432
2006-03-06,16,2717
2006-03-06,17,3214
2006-03-06,18,2382
2006-03-06,19,2037
2006-03-06,20,25
2006-03-07,7,2
2006-03-07,8,80
2006-03-07,9,149
2006-03-07,10,300
2006-03-07,11,402
2006-03-07,12,544
2006-03-07,13,2217
2006-03-07,14,2272
2006-03-07,15,2475
2006-03-07,16,2793
2006-03-07,17,3020
2006-03-07,18,2297
2006-03-07,19,2151
2006-03-07,23,3
2006-03-08,8,118
2006-03-08,9,89
2006-03-08,10,1368
2006-03-08,11,1861
2006-03-08,12,1838
2006-03-08,13,1931
2006-03-08,14,2159
2006-03-08,15,2295
2006-03-08,16,2358
2006-03-08,17,2764
2006-03-08,18,2273
2006-03-08,19,2009
2006-03-08,20,14
2006-03-09,8,20
2006-03-09,9,80
2006-03-09,10,1501
2006-03-09,11,2220
2006-03-09,12,2056
2006-03-09,13,2102
2006-03-09,14,1996
2006-03-09,15,2286
2006-03-09,16,2880
2006-03-09,17,3073
2006-03-09,18,1535
2006-03-09,19,1500
2006-03-10,7,1
2006-03-10,9,82
2006-03-10,10,1145
2006-03-10,11,1627
2006-03-10,12,1758
2006-03-10,13,2191
2006-03-10,14,2290
2006-03-10,15,2538
2006-03-10,16,2861
2006-03-10,17,3249
2006-03-10,18,17
2006-03-10,19,1
2006-03-11,9,22
2006-03-11,10,1830
2006-03-11,11,2546
2006-03-11,12,2769
2006-03-11,13,2869
2006-03-11,14,3202
2006-03-11,15,2997
2006-03-11,16,3115
2006-03-11,17,3062
2006-03-11,18,52
2006-03-12,8,1
2006-03-12,9,1
2006-03-12,10,2
2006-03-12,11,8
2006-03-12,12,846
2006-03-12,13,1451
2006-03-12,14,1757
2006-03-12,15,1632
2006-03-12,16,1785
2006-03-12,17,280
2006-03-12,18,4
2006-03-13,8,61
2006-03-13,9,173
2006-03-13,10,275
2006-03-13,11,487
2006-03-13,12,532
2006-03-13,13,1969
2006-03-13,14,251
2006-03-13,15,2232
2006-03-13,16,2537
2006-03-13,17,2914
2006-03-13,18,2110
2006-03-13,19,2004
2006-03-13,20,49
2006-03-14,7,18
2006-03-14,8,77
2006-03-14,9,73
2006-03-14,10,279
2006-03-14,11,486
2006-03-14,12,584
2006-03-14,13,2270
2006-03-14,14,2676
2006-03-14,15,318
2006-03-14,16,2495
2006-03-14,17,2952
2006-03-14,18,2334
2006-03-14,19,2226
2006-03-14,20,7
2006-03-15,8,75
2006-03-15,9,105
2006-03-15,10,1508
2006-03-15,11,1969
2006-03-15,12,1741
2006-03-15,13,1864
2006-03-15,14,2127
2006-03-15,15,2672
2006-03-15,16,2847
2006-03-15,17,2876
2006-03-15,18,2362
2006-03-15,19,1953
2006-03-15,20,39
2006-03-16,2,3
2006-03-16,7,1
2006-03-16,8,87
2006-03-16,9,126
2006-03-16,10,1458
2006-03-16,11,2182
2006-03-16,12,1813
2006-03-16,13,1809
2006-03-16,14,2022
2006-03-16,15,2328
2006-03-16,16,2541
2006-03-16,17,2718
2006-03-16,18,1833
2006-03-16,19,1365
2006-03-16,20,30
2006-03-17,5,6
2006-03-17,7,4
2006-03-17,8,19
2006-03-17,9,82
2006-03-17,10,1389
2006-03-17,11,2044
2006-03-17,12,2227
2006-03-17,13,2600
2006-03-17,14,2543
2006-03-17,15,2788
2006-03-17,16,3041
2006-03-17,17,3555
2006-03-17,18,78
2006-03-17,19,2
2006-03-17,21,3
2006-03-18,1,3
2006-03-18,8,2
2006-03-18,9,6
2006-03-18,10,1763
2006-03-18,11,2464
2006-03-18,12,2514
2006-03-18,13,2605
2006-03-18,14,2874
2006-03-18,15,2852
2006-03-18,16,2691
2006-03-18,17,2840
2006-03-18,18,67
2006-03-19,11,4
2006-03-19,12,886
2006-03-19,13,1532
2006-03-19,14,1816
2006-03-19,15,1731
2006-03-19,16,1886
2006-03-19,17,403
2006-03-20,7,12
2006-03-20,8,46
2006-03-20,9,182
2006-03-20,10,286
2006-03-20,11,596
2006-03-20,12,519
2006-03-20,13,2063
2006-03-20,14,2475
2006-03-20,15,2383
2006-03-20,16,3000
2006-03-20,17,3077
2006-03-20,18,2257
2006-03-20,19,1837
2006-03-20,20,9
2006-03-20,23,2
2006-03-21,8,171
2006-03-21,9,171
2006-03-21,10,279
2006-03-21,11,485
2006-03-21,12,553
2006-03-21,13,2280
2006-03-21,14,2755
2006-03-21,15,2524
2006-03-21,16,3153
2006-03-21,17,2764
2006-03-21,18,2036
2006-03-21,19,2191
2006-03-21,20,9
2006-03-22,8,5
2006-03-22,9,124
2006-03-22,10,1381
2006-03-22,11,1810
2006-03-22,12,1948
2006-03-22,13,1980
2006-03-22,14,2271
2006-03-22,15,2408
2006-03-22,16,2765
2006-03-22,17,2552
2006-03-22,18,2069
2006-03-22,19,1923
2006-03-22,20,12
2006-03-23,8,6
2006-03-23,9,77
2006-03-23,10,1392
2006-03-23,11,2225
2006-03-23,12,1741
2006-03-23,13,1975
2006-03-23,14,2177
2006-03-23,15,2428
2006-03-23,16,2613
2006-03-23,17,2705
2006-03-23,18,1821
2006-03-23,19,1274
2006-03-23,20,13
2006-03-23,23,1
2006-03-24,8,20
2006-03-24,9,58
2006-03-24,10,1555
2006-03-24,11,1764
2006-03-24,12,2029
2006-03-24,13,2073
2006-03-24,14,2224
2006-03-24,15,2644
2006-03-24,16,3143
2006-03-24,17,3578
2006-03-24,18,84
2006-03-24,20,1
2006-03-25,8,4
2006-03-25,9,13
2006-03-25,10,1548
2006-03-25,11,2405
2006-03-25,12,2608
2006-03-25,13,2419
2006-03-25,14,2781
2006-03-25,15,2770
2006-03-25,16,2658
2006-03-25,17,2506
2006-03-25,18,34
2006-03-26,8,3
2006-03-26,10,4
2006-03-26,11,18
2006-03-26,12,933
2006-03-26,13,1678
2006-03-26,14,1939
2006-03-26,15,1879
2006-03-26,16,2598
2006-03-26,17,418
2006-03-26,18,10
2006-03-27,7,5
2006-03-27,8,134
2006-03-27,9,131
2006-03-27,10,352
2006-03-27,11,525
2006-03-27,12,612
2006-03-27,13,2012
2006-03-27,14,2265
2006-03-27,15,2457
2006-03-27,16,2546
2006-03-27,17,2985
2006-03-27,18,2291
2006-03-27,19,2017
2006-03-27,20,3
2006-03-28,0,1
2006-03-28,7,1
2006-03-28,8,179
2006-03-28,9,198
2006-03-28,10,277
2006-03-28,11,296
2006-03-28,12,559
2006-03-28,13,2513
2006-03-28,14,2479
2006-03-28,15,2263
2006-03-28,16,2990
2006-03-28,17,2540
2006-03-28,18,2340
2006-03-28,19,2124
2006-03-28,20,24
2006-03-29,4,2
2006-03-29,8,67
2006-03-29,9,158
2006-03-29,10,1313
2006-03-29,11,1908
2006-03-29,12,1769
2006-03-29,13,1840
2006-03-29,14,2144
2006-03-29,15,2284
2006-03-29,16,2855
2006-03-29,17,2877
2006-03-29,18,2325
2006-03-29,19,2100
2006-03-29,20,21
2006-03-29,23,8
2006-03-30,5,4
2006-03-30,8,23
2006-03-30,9,93
2006-03-30,10,1311
2006-03-30,11,1908
2006-03-30,12,1907
2006-03-30,13,1890
2006-03-30,14,1982
2006-03-30,15,2343
2006-03-30,16,2672
2006-03-30,17,3001
2006-03-30,18,1937
2006-03-30,19,1539
2006-03-30,20,6
2006-03-30,23,11
2006-03-31,5,3
2006-03-31,7,2
2006-03-31,8,5
2006-03-31,9,13
2006-03-31,10,1414
2006-03-31,11,1920
2006-03-31,12,1771
2006-03-31,13,2051
2006-03-31,14,2330
2006-03-31,15,2628
2006-03-31,16,3054
2006-03-31,17,3637
2006-03-31,18,97
2006-03-31,23,17
2006-04-01,1,4
2006-04-01,8,7
2006-04-01,9,9
2006-04-01,10,1414
2006-04-01,11,2288
2006-04-01,12,2773
2006-04-01,13,2998
2006-04-01,14,2870
2006-04-01,15,2808
2006-04-01,16,2974
2006-04-01,17,2712
2006-04-01,18,34
2006-04-02,10,1
2006-04-02,11,8
2006-04-02,12,567
2006-04-02,13,1300
2006-04-02,14,1570
2006-04-02,15,1874
2006-04-02,16,1988
2006-04-02,17,417
2006-04-02,18,4
2006-04-03,8,168
2006-04-03,9,190
2006-04-03,10,150
2006-04-03,11,525
2006-04-03,12,325
2006-04-03,13,1749
2006-04-03,14,1964
2006-04-03,15,2489
2006-04-03,16,2670
2006-04-03,17,2520
2006-04-03,18,2116
2006-04-03,19,2065
2006-04-03,20,46
2006-04-03,23,3
2006-04-04,2,1
2006-04-04,5,1
2006-04-04,7,4
2006-04-04,8,191
2006-04-04,9,229
2006-04-04,10,272
2006-04-04,11,349
2006-04-04,12,450
2006-04-04,13,1970
2006-04-04,14,2006
2006-04-04,15,1929
2006-04-04,16,2687
2006-04-04,17,2504
2006-04-04,18,2244
2006-04-04,19,2494
2006-04-04,20,38
2006-04-05,15,2084
2006-04-05,16,2350
2006-04-05,17,2735
2006-04-05,18,2380
2006-04-05,19,2202
2006-04-05,20,49
2006-04-05,23,12
2006-04-06,7,1
2006-04-06,8,48
2006-04-06,9,133
2006-04-06,10,1263
2006-04-06,11,1815
2006-04-06,12,1621
2006-04-06,13,1664
2006-04-06,14,1759
2006-04-07,8,63
2006-04-07,9,35
2006-04-07,10,1259
2006-04-07,11,2002
2006-04-07,12,1784
2006-04-07,13,1736
2006-04-07,14,2322
2006-04-07,15,2413
2006-04-07,16,2584
2006-04-07,17,3569
2006-04-07,18,71
2006-04-07,23,5
2006-04-08,1,8
2006-04-08,9,17
2006-04-08,10,1408
2006-04-08,11,2442
2006-04-08,12,2351
2006-04-08,13,3074
2006-04-08,14,2596
2006-04-08,15,2639
2006-04-08,16,3331
2006-04-08,17,2935
2006-04-08,18,113
2006-04-09,10,1
2006-04-09,11,9
2006-04-09,12,830
2006-04-09,13,1872
2006-04-09,14,1948
2006-04-09,15,1929
2006-04-09,16,2296
2006-04-09,17,293
2006-04-09,18,4
2006-04-10,7,1
2006-04-10,8,131
2006-04-10,9,61
2006-04-10,10,283
2006-04-10,11,512
2006-04-10,12,589
2006-04-10,13,2204
2006-04-10,14,2345
2006-04-10,15,2372
2006-04-10,16,2709
2006-04-10,17,2577
2006-04-10,18,2019
2006-04-10,19,2210
2006-04-10,20,46
2006-04-11,5,2
2006-04-11,8,30
2006-04-11,9,121
2006-04-11,10,303
2006-04-11,11,328
2006-04-11,12,589
2006-04-11,13,2620
2006-04-11,14,2449
2006-04-11,15,2502
2006-04-11,16,2369
2006-04-11,17,2481
2006-04-11,18,2094
2006-04-11,19,2391
2006-04-11,20,18
2006-04-12,7,1
2006-04-12,8,24
2006-04-12,9,108
2006-04-12,10,1259
2006-04-12,11,2055
2006-04-12,12,1999
2006-04-12,13,2374
2006-04-12,14,2257
2006-04-12,15,2270
2006-04-12,16,2628
2006-04-12,17,2685
2006-04-12,18,1971
2006-04-12,19,2038
2006-04-12,20,20
2006-04-13,5,9
2006-04-13,7,3
2006-04-13,8,16
2006-04-13,9,53
2006-04-13,10,1210
2006-04-13,11,2252
2006-04-13,12,2155
2006-04-13,13,2159
2006-04-13,14,2134
2006-04-13,15,2399
2006-04-13,16,2753
2006-04-13,17,2677
2006-04-13,18,1831
2006-04-13,19,1549
2006-04-13,20,45
2006-04-14,8,41
2006-04-14,9,117
2006-04-14,10,1548
2006-04-14,11,1861
2006-04-14,12,2045
2006-04-14,13,2083
2006-04-14,14,2458
2006-04-14,15,2616
2006-04-14,16,2635
2006-04-14,17,3610
2006-04-14,18,109
2006-04-14,19,1
2006-04-15,2,7
2006-04-15,8,3
2006-04-15,9,12
2006-04-15,10,1499
2006-04-15,11,2150
2006-04-15,12,2357
2006-04-15,13,2391
2006-04-15,14,2662
2006-04-15,15,2606
2006-04-15,16,2822
2006-04-15,17,2576
2006-04-15,18,65
2006-04-16,19,1
2006-04-17,7,1
2006-04-17,8,113
2006-04-17,9,87
2006-04-17,10,305
2006-04-17,11,542
2006-04-17,12,671
2006-04-17,13,2572
2006-04-17,14,2622
2006-04-20,16,2539
2006-04-20,17,2855
2006-04-20,18,1869
2006-04-20,19,1741
2006-04-20,20,30
2006-04-20,23,6
2006-04-21,7,10
2006-04-21,8,42
2006-04-21,9,30
2006-04-21,10,1241
2006-04-21,11,1940
2006-04-21,12,2023
2006-04-21,13,2273
2006-04-21,14,2401
2006-04-21,15,2404
2006-04-21,16,2872
2006-04-21,17,3906
2006-04-21,18,66
2006-04-22,4,1
2006-04-22,8,1
2006-04-22,9,17
2006-04-22,10,1502
2006-04-22,11,2216
2006-04-22,12,2293
2006-04-22,13,2527
2006-04-22,14,2586
2006-04-22,15,2520
2006-04-22,16,2871
2006-04-22,17,2910
2006-04-22,18,47
2006-04-23,9,15
2006-04-23,10,2
2006-04-23,11,16
2006-04-23,12,843
