title,Dewey,Counts,Average,Standard Dev,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Empire Kosher chicken cookbook 225 easy and elegant recipes for poultry and great side dishes,0.665,4,0.25,0.452267017,1,0,1,1,0,0,0,0,0,0,0,0
Puerto Rican cuisine in America Nuyorican and Bodega recipes,0.59729,4,0.083333333,0.288675135,1,0,0,0,0,0,0,0,0,0,0,0
collectors cookbook favorite recipes for special guests,0.5,4,0.333333333,0.651338947,0,1,1,2,0,0,0,0,0,0,0,0
RÃ¢Â€Âckenwagner,0.59794,4,0.25,0.621581561,2,0,1,0,0,0,0,0,0,0,0,0
Adventures in French cooking authentic French dishes for the modern American cook,0.59,4,0.25,0.621581561,2,0,0,1,0,0,0,0,0,0,0,0
Good for you pasta cookbook over 125 deliciously healthful recipes,0.822,4,0.166666667,0.577350269,2,0,0,0,0,0,0,0,0,0,0,0
Nutritional cooking with tofu,0.65655,4,0.333333333,0.778498944,2,2,0,0,0,0,0,0,0,0,0,0
One sheet eats 100 delicious recipes all made on a baking sheet,0.82,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
McDougall health supporting cookbook,0.5636,4,0.333333333,0.651338947,1,2,0,1,0,0,0,0,0,0,0,0
Good spirits alcohol free drinks for all occasions,0.875,4,0.333333333,0.651338947,2,1,0,0,0,0,1,0,0,0,0,0
Thuc don 4 mÃƒÂ³n cho gia dÃƒÂ¬nh che bien nhanh ngon tien loi,0.59597,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Craig Claibornes Gourmet diet,0.5631,4,0.25,0.452267017,0,0,1,0,0,0,1,0,1,0,0,0
Cuisine Texas a multiethnic feast,0.59764,4,0.333333333,0.778498944,0,2,2,0,0,0,0,0,0,0,0,0
Red hot peppers,0.6384,4,0.25,0.452267017,0,0,0,0,1,0,0,0,1,1,0,0
Alexis Lichines Guide to the wines and vineyards of France,0.22094,4,0.333333333,0.492365964,1,0,1,0,1,1,0,0,0,0,0,0
Buon appetito your holiness the secrets of the Papal table,0.5945,4,0.166666667,0.389249472,0,1,1,0,0,0,0,0,0,0,0,0
cookbook of the United Nations 250 authentic recipes from 111 countries,0.59,4,0.166666667,0.389249472,0,0,0,1,1,0,0,0,0,0,0,0
200 kid tested ways to lower the fat on your childs favorite foods how to make the brand name and homemade foods your kids love more healthful and delicious,0.56308,4,0.333333333,0.887625365,3,1,0,0,0,0,0,0,0,0,0,0
JosÃƒÂ© Pizarros Spanish flavors,0.5946,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Trim terrific one dish favorites over 200 fast easy low fat recipes,0.5638,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
Michel GuÃ¢Â€Âšrards Cuisine for home cooks,0.5,4,0.25,0.621581561,0,0,1,2,0,0,0,0,0,0,0,0
Tortas decoradas,0.8653,4,0.25,0.452267017,0,0,0,1,0,0,1,0,1,0,0,0
Great vegetables from the great chefs,0.65,4,0.333333333,0.778498944,2,0,2,0,0,0,0,0,0,0,0,0
Farm journals great dishes from the oven,0.71,4,0.25,0.621581561,0,0,2,1,0,0,0,0,0,0,0,0
American country living canning and preserving techniques recipes uses and more,0.42,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
Mammy Pleasants cookbook,0,4,0.333333333,0.651338947,0,0,0,2,0,1,0,0,0,1,0,0
Recetas rÃ‚Â pidas en 30 minutos,0.555,4,0.333333333,0.651338947,2,0,1,0,1,0,0,0,0,0,0,0
99 thuc don sinh to hoa qua,0.34,4,0.333333333,0.778498944,0,0,0,0,0,0,0,2,2,0,0,0
Colony cookbook,0,4,0.25,0.452267017,0,0,0,1,0,0,1,0,1,0,0,0
German cooking,0.5943,4,0.25,0.866025404,3,0,0,0,0,0,0,0,0,0,0,0
Pasta,0.822,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
Girlfriends forever from the heart of the home,0.563,4,0.333333333,0.651338947,1,2,1,0,0,0,0,0,0,0,0,0
Le Cordon Bleu 1026 recetas de cocina internacional,0.5,4,0.333333333,0.651338947,0,0,0,0,0,0,0,0,1,2,1,0
Party perfect bites delicious recipes for canapÃƒÂ©s finger food and party snacks,0.812,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Settlement cook book 1903 the way to a mans heart,0.5973,4,0.333333333,1.154700538,0,4,0,0,0,0,0,0,0,0,0,0
Shang ban zu jiu yao zhe yang he cha Tea for office workers,0.3372,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Mountain country cooking a gathering of the best recipes from the Smokies to the Blue Ridge,0.5974,4,0.25,0.621581561,0,1,2,0,0,0,0,0,0,0,0,0
Country fair cookbook every recipe a blue ribbon winner,0,4,0.25,0.866025404,3,0,0,0,0,0,0,0,0,0,0,0
cooks tales origins of famous foods and recipes,0.03,4,0.333333333,0.651338947,2,0,0,1,0,1,0,0,0,0,0,0
Great dishes of the world,0.59,4,0.25,0.452267017,0,1,0,0,0,0,1,0,0,0,1,0
Horneados,0.82,4,0.333333333,0.651338947,1,0,0,2,0,0,1,0,0,0,0,0
Cocina asequible,0.552,4,0.25,0.452267017,0,0,0,0,1,0,0,1,1,0,0,0
European cuisines The Italian kitchen,0.59,4,0.333333333,0.651338947,1,2,1,0,0,0,0,0,0,0,0,0
Meehans bartender manual,0.874,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
continental flavor a cookbook,0.59,4,0.333333333,0.492365964,0,0,0,0,1,0,0,0,1,1,1,0
magic of tofu and other soybean products,0.65655,4,0.333333333,0.651338947,0,2,1,0,0,0,1,0,0,0,0,0
Craft coffee a manual brewing a better cup at home,0.877,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Pojanee Vatanapans Thai cookbook,0.59593,4,0.333333333,0.651338947,2,1,0,1,0,0,0,0,0,0,0,0
How America eats,0.5973,4,0.333333333,0.887625365,0,0,0,3,0,0,1,0,0,0,0,0
Alexis Lichines new encyclopedia of wines spirits,0.21032,4,0.25,0.452267017,0,0,0,0,0,1,0,1,0,1,0,0
Making sense of wine,0.22,4,0.333333333,0.492365964,1,0,0,1,0,1,0,0,1,0,0,0
White House family cookbook,0.5,4,0.25,0.621581561,0,0,0,2,0,0,1,0,0,0,0,0
Northwest wine country wines new frontier,0.22097,4,0.25,0.621581561,1,2,0,0,0,0,0,0,0,0,0,0
English bread and yeast cookery,0.815,4,0.333333333,0.492365964,0,0,0,1,0,0,0,1,1,0,1,0
Early American cooking recipes from western historic sites,0.5978,4,0.333333333,0.887625365,3,1,0,0,0,0,0,0,0,0,0,0
Unusual soups hot and cold soups for all occasions,0.813,4,0.25,0.621581561,2,0,0,0,0,0,1,0,0,0,0,0
second intermediate eater,0.5,4,0.333333333,0.887625365,0,0,0,0,0,3,1,0,0,0,0,0
What can I bring Southern food for any occasion life serves up,0.5975,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Table talk with Tovey a cooks tour of his culinary education,0.5942,4,0.25,0.452267017,0,1,0,1,1,0,0,0,0,0,0,0
libro de la cocina mexicana,0.5972,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
Beard on pasta,0.82,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
herb garden cookbook,0.657,4,0.166666667,0.577350269,2,0,0,0,0,0,0,0,0,0,0,0
No fat fudge forever changing the way America makes fudge quick and simple great fudges with just no fat create your own signature fudge,0.853,4,0.333333333,0.651338947,0,2,0,0,0,1,1,0,0,0,0,0
Pasta classica the art of Italian pasta cooking,0.822,4,0.333333333,0.887625365,1,3,0,0,0,0,0,0,0,0,0,0
Tough guys dont dice a cookbook for men who cant cook,0.561,4,0.333333333,0.651338947,2,1,0,0,1,0,0,0,0,0,0,0
Popcorn and peanuts,0.36315,4,0.333333333,0.492365964,1,0,0,0,1,0,0,1,0,1,0,0
Jewish cookery from Boston to Baghdad,0.5,4,0.333333333,1.154700538,0,4,0,0,0,0,0,0,0,0,0,0
Cocina tradicional tailandesa recetas sutiles y aromaticas de Oriente,0.59593,4,0.25,0.621581561,1,0,2,0,0,0,0,0,0,0,0,0
Cooks simple and seasonal cuisine,0.564,4,0.333333333,1.154700538,0,0,4,0,0,0,0,0,0,0,0,0
Boston cooking school magazine of culinary science and domestic economics,0,4,0.25,0.621581561,2,0,0,0,0,1,0,0,0,0,0,0
CafÃ¢Â€Âš des artistes cookbook,0.50974,4,0.333333333,0.887625365,0,3,0,0,0,1,0,0,0,0,0,0
Food fitness,0.563,4,0.25,0.866025404,0,0,0,0,3,0,0,0,0,0,0,0
Liang ban mei shi,0.79,4,0.25,0.866025404,3,0,0,0,0,0,0,0,0,0,0,0
Microwave cooking step by step,0.5882,4,0.25,0.452267017,1,0,0,0,0,0,0,0,0,1,1,0
Christmas a cooks tour,0.568,4,0.25,0.621581561,0,0,0,1,0,2,0,0,0,0,0,0
Farberware convection turbo oven cookbook,0.58,4,0.166666667,0.389249472,0,0,0,0,0,0,1,0,1,0,0,0
Mustard the spice of nations,0.33,4,0.333333333,0.778498944,2,2,0,0,0,0,0,0,0,0,0,0
perfect dinner fine food cooked with foil,0.589,4,0.25,0.452267017,1,0,0,1,0,0,1,0,0,0,0,0
How to cook for people with diabetes,0.56314,4,0.333333333,0.651338947,2,0,1,1,0,0,0,0,0,0,0,0
Drink like a woman Shake Stir Conquer Repeat,0.874,4,0.333333333,0.887625365,0,0,0,0,0,0,0,0,0,0,1,3
Burt Wolfs menu cookbook,0.59,4,0.333333333,0.492365964,1,1,1,0,0,1,0,0,0,0,0,0
Italian salt free diet cookbook,0.5632,4,0.333333333,0.651338947,1,2,0,0,0,1,0,0,0,0,0,0
American Heart Association cookbook recipes selected compiled and tested under the direction of Ruthe Eshleman and Mary Winston ill by Tonia Hampson and Lauren Jarrett,0.53,4,0.333333333,0.887625365,1,3,0,0,0,0,0,0,0,0,0,0
New French table classic and contemporary home cooking,0.5944,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Carlo Middiones traditional pasta,0.822,4,0.333333333,0.887625365,0,3,1,0,0,0,0,0,0,0,0,0
Great desserts from the great chefs,0.86,4,0.333333333,0.651338947,1,2,0,1,0,0,0,0,0,0,0,0
Chicken soup,0.66,4,0.333333333,0.651338947,2,1,0,1,0,0,0,0,0,0,0,0
Fresh a greenmarket cookbook,0.64,4,0.25,0.452267017,0,0,0,0,0,1,1,1,0,0,0,0
maÃ…Â’tre des saveurs La vie dAuguste Escoffier,0.5092,4,0.25,0.452267017,0,0,0,1,1,1,0,0,0,0,0,0
diabetics healthy exchanges cookbook,0.56314,4,0.333333333,0.887625365,3,1,0,0,0,0,0,0,0,0,0,0
Baking without fat,0.5638,4,0.333333333,0.492365964,1,0,1,1,0,1,0,0,0,0,0,0
Simply shrimp,0.695,4,0.083333333,0.288675135,0,1,0,0,0,0,0,0,0,0,0,0
SÃ‚Â¢lo crudo cocina natural integral,0.5636,4,0.333333333,0.778498944,0,0,0,0,0,0,0,0,2,2,0,0
Hao duo hao chi de mi fan,0.3318,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,4,0,0,0
Savor the flavor of Oregon a cookbook,0.59795,4,0.25,0.621581561,1,0,0,0,0,2,0,0,0,0,0,0
Puerto Rican cookery,0.59729,4,0.333333333,0.651338947,0,0,0,1,2,0,0,0,1,0,0,0
Take two theyre small,0.013,4,0.333333333,0.778498944,0,0,2,2,0,0,0,0,0,0,0,0
Pasta,0.5882,4,0.333333333,0.651338947,0,1,0,0,0,0,1,0,2,0,0,0
complete potato cookbook,0.3,4,0.25,0.621581561,0,0,2,1,0,0,0,0,0,0,0,0
Food sanitation,0.30289,4,0.166666667,0.577350269,0,0,0,2,0,0,0,0,0,0,0,0
L L Bean game and fish cookbook,0.691,4,0.25,0.621581561,0,0,0,0,2,0,1,0,0,0,0,0
Sunset vegetarian cooking,0.5636,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
flavor of Asia,0.595,4,0.333333333,0.778498944,2,2,0,0,0,0,0,0,0,0,0,0
Something sweet,0.86,4,0.25,0.866025404,3,0,0,0,0,0,0,0,0,0,0,0
India a northern menu,0.59,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
Juhu Beach Club cookbook Indian spice Oakland soul,0.5954,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Charles Dickens cookbook,0.5942,4,0.333333333,0.651338947,0,0,1,1,0,0,0,0,0,0,2,0
Romagnolis table Italian family recipes,0.59,4,0.25,0.866025404,3,0,0,0,0,0,0,0,0,0,0,0
feast for the heart entertaining with elegant and easy low cholesterol menus,0.5638,4,0.25,0.621581561,0,0,2,1,0,0,0,0,0,0,0,0
Best of Gourmet,0.5941,4,0.333333333,0.887625365,3,0,0,1,0,0,0,0,0,0,0,0
Campagna table bring the style and cooking of the Italian countryside into your own home,0.5945,4,0.25,0.621581561,0,1,2,0,0,0,0,0,0,0,0,0
Foie gras a passion,0.812,4,0.25,0.621581561,1,2,0,0,0,0,0,0,0,0,0,0
Mushrooms n bean sprouts a first step for would be vegetarians,0.658,4,0.25,0.621581561,0,1,2,0,0,0,0,0,0,0,0,0
Rogue River rendezvous a gathering of southern Oregons finest recipes,0.59795,4,0.25,0.621581561,0,0,0,0,0,1,0,2,0,0,0,0
Chiltern Firehouse the cookbook,0.5942,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
edible mushroom a gourmet cooks guide,0.658,4,0.25,0.452267017,0,0,1,1,1,0,0,0,0,0,0,0
Culinary art in fresh produce,0.81,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
Cake decorating for any occasion,0.8653,4,0.166666667,0.577350269,2,0,0,0,0,0,0,0,0,0,0,0
Capon on cooking,0.5,4,0.25,0.621581561,0,1,0,0,2,0,0,0,0,0,0,0
magic of garlic,0.6525,4,0.333333333,0.887625365,3,1,0,0,0,0,0,0,0,0,0,0
Produce a fruit and vegetable lovers guide,0.34,4,0.333333333,0.492365964,0,0,1,1,0,0,1,0,0,1,0,0
Mexican microwave cookery a collection of Mexican recipes using the microwave oven,0.5882,4,0.25,0.452267017,0,0,0,1,1,0,1,0,0,0,0,0
Gefilte fish,0.56,4,0.25,0.621581561,1,2,0,0,0,0,0,0,0,0,0,0
MÃ¢Â€Â˜ ban,0.59,4,0.333333333,0.887625365,3,1,0,0,0,0,0,0,0,0,0,0
wine brats guide to living with wine,0.22,4,0.25,0.621581561,2,1,0,0,0,0,0,0,0,0,0,0
love your heart low cholesterol cookbook,0.5638,4,0.333333333,0.887625365,1,0,3,0,0,0,0,0,0,0,0,0
Haute potato from pommes rissolÃƒÂ©es to timbale with roquefort 75 gourmet potato recipes,0.6521,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Better homes and gardens Christmas time cook book,0,4,0.25,0.621581561,1,2,0,0,0,0,0,0,0,0,0,0
wines of Bordeaux,0.22209,4,0.25,0.866025404,0,0,3,0,0,0,0,0,0,0,0,0
Exploring Indian food,0.5954,4,0.166666667,0.389249472,1,1,0,0,0,0,0,0,0,0,0,0
Now youre cooking everything a beginner needs to know to start cooking today,0.5,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
Culinary math,0.50151,4,0.333333333,0.651338947,0,0,0,0,0,0,0,0,0,2,1,1
Tanti Amas African cookbook,0.596,4,0.333333333,0.492365964,1,0,1,0,0,1,0,0,1,0,0,0
Pari no sora no shita omuretsu no nioi wa nagareru Sous le ciel de Paris Ã¢Â‚Â¬a sent bon des omelettes,0,4,0.333333333,0.651338947,1,2,1,0,0,0,0,0,0,0,0,0
Spanish Mexican cooking,0.5946,4,0.333333333,0.887625365,1,3,0,0,0,0,0,0,0,0,0,0
Chokoreto no okashi bukku purezento nimo pittari no kawaii suitsu to ninki no dezato ga ippai,0.8653,4,0.333333333,0.651338947,0,0,0,0,0,0,0,1,2,1,0,0
Premier beer a guide to Americas best bottled microbrews,0.23,4,0.166666667,0.577350269,2,0,0,0,0,0,0,0,0,0,0,0
art of Russian cooking,0.59,4,0.333333333,0.778498944,0,2,2,0,0,0,0,0,0,0,0,0
Preservation pantry modern canning from root to top stem to core,0.42,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Goldbecks guide to good food,0.3,4,0.25,0.621581561,0,2,1,0,0,0,0,0,0,0,0,0
Bakers royale 75 twists on all your favorite sweets,0.86,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
McClanes North American fish cookery,0.692,4,0.333333333,0.887625365,0,3,0,1,0,0,0,0,0,0,0,0
Pueblo food experience cookbook whole food of our ancestors,0.5979,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
lazy days of summer cookbook a celebration of summers bounty,0.564,4,0.083333333,0.288675135,0,0,0,1,0,0,0,0,0,0,0,0
Ahan tao op maikhrowep,0.59593,4,0.333333333,0.887625365,3,0,1,0,0,0,0,0,0,0,0,0
Garlic lovers cookbook from Gilroy garlic capital of the world,0.6526,4,0.166666667,0.389249472,1,0,1,0,0,0,0,0,0,0,0,0
working girls own cook book,0,4,0.25,0.621581561,0,0,2,0,0,1,0,0,0,0,0,0
Texas the beautiful cookbook authentic recipes from the regions of Texas,0.59764,4,0.166666667,0.389249472,0,0,0,0,1,1,0,0,0,0,0,0
Champagne the spirit of celebration,0.2224,4,0.333333333,0.651338947,2,1,1,0,0,0,0,0,0,0,0,0
leek cookbook,0.6526,4,0.333333333,0.651338947,0,2,0,0,0,1,0,0,0,1,0,0
Vegan ÃƒÂ  la mode more than 100 frozen treats for every day of the year,0.862,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Betty Crockers breads,0.6,4,0.333333333,0.651338947,1,1,2,0,0,0,0,0,0,0,0,0
Suhomsaeng kwa chikchangin ui achim siktak,0.52,4,0.333333333,0.887625365,3,0,1,0,0,0,0,0,0,0,0,0
wild menu recipes from the Original National Wild Game Cooking Competition,0.691,4,0.083333333,0.288675135,0,0,1,0,0,0,0,0,0,0,0,0
Born to grill an American celebration,0.5784,4,0.25,0.866025404,3,0,0,0,0,0,0,0,0,0,0,0
Platillos regionales mexicanos,0.5972,4,0.333333333,0.651338947,1,2,1,0,0,0,0,0,0,0,0,0
Parmigiano 50 new classic recipes with parmigiano reggiano cheese,0.67358,4,0.333333333,0.778498944,0,2,0,0,0,0,0,0,2,0,0,0
Microsoft wine guide your essential multimedia wine reference,0.22,4,0.333333333,0.651338947,1,2,1,0,0,0,0,0,0,0,0,0
Lee Baileys Country desserts cakes cookies ice creams pies puddings more,0.86,4,0.333333333,0.887625365,0,0,0,3,0,1,0,0,0,0,0,0
Perfect fruit pies award winning recipes from across America,0.8652,4,0.333333333,0.651338947,2,1,1,0,0,0,0,0,0,0,0,0
Oregon cook book,0.59795,4,0.333333333,1.154700538,0,0,0,0,0,4,0,0,0,0,0,0
Foodworks an Ontario Science Centre book,0.3,4,0.166666667,0.577350269,2,0,0,0,0,0,0,0,0,0,0,0
Jewish holiday cookbook an international collection of recipes and customs,0.59492,4,0.083333333,0.288675135,0,1,0,0,0,0,0,0,0,0,0,0
lutong bahay 2,0.5959,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
Sides over 150 enticing accompaniments that make the meal,0.81,4,0.333333333,0.651338947,0,0,0,1,2,0,1,0,0,0,0,0
Chicken dinners in one pot,0.665,4,0.25,0.452267017,1,1,0,1,0,0,0,0,0,0,0,0
spice trail one hundred hot dishes from India to Indonesia,0.595,4,0.25,0.621581561,2,1,0,0,0,0,0,0,0,0,0,0
Cocina en casa con Chef James ingredientes simples para un cocina extraordinaria,0.5,4,0.333333333,0.887625365,0,0,0,0,0,0,0,0,0,0,1,3
Good Book cookbook,0.5,4,0.25,0.452267017,0,1,0,1,1,0,0,0,0,0,0,0
parrilla clÃ‚Â sica,0.5784,4,0.25,0.621581561,2,0,1,0,0,0,0,0,0,0,0,0
Beer lovers Southern California,0.23097,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,4,0,0,0
With love from your kitchen,0.5,4,0.333333333,0.778498944,0,0,2,0,0,0,2,0,0,0,0,0
Authentic Italian cooking,0.5945,4,0.333333333,0.651338947,0,0,1,2,1,0,0,0,0,0,0,0
Meo vat nau an,0.59597,4,0.333333333,0.651338947,0,0,0,0,0,0,0,0,2,0,1,1
Something different for Passover,0.5676,4,0.333333333,0.887625365,3,0,1,0,0,0,0,0,0,0,0,0
Nau an bang ca trÃ‚Â i tim nhung mÃ‚Â¢n an Ã‚Âµ My quen thuoc tu gÃ‚Â¢c bep yÃ‹Â†u thuong cua tÃ¢Â€Âœi,0.59597,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,4,0
wild flavor,0.3,4,0.333333333,0.651338947,0,1,2,0,1,0,0,0,0,0,0,0
Vegetariana a rich harvest of wit lore and recipes,0.5636,4,0.333333333,0.651338947,1,2,1,0,0,0,0,0,0,0,0,0
Great food without fuss simple recipes from the best cooks,0.512,4,0.25,0.621581561,2,0,1,0,0,0,0,0,0,0,0,0
Savouring the east feasts and stories from Istanbul to Bali,0.595,4,0.333333333,0.651338947,0,2,0,0,1,1,0,0,0,0,0,0
Memoirs of a cook yesterday and today,0.5,4,0.333333333,0.651338947,0,2,0,0,1,0,1,0,0,0,0,0
Recipes for kids to lower their fat thermostats,0.5638,4,0.25,0.866025404,3,0,0,0,0,0,0,0,0,0,0,0
Cocina ligera para todos los dÃ‚Â¡as,0.5638,4,0.333333333,0.492365964,0,1,1,1,1,0,0,0,0,0,0,0
sophisticated gourmet,0.555,4,0.333333333,0.492365964,1,1,0,0,1,1,0,0,0,0,0,0
Cloves natures little nails,0.33,4,0.333333333,0.651338947,1,2,1,0,0,0,0,0,0,0,0,0
Vegan recipes from the Middle East,0.5636,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Mridula Baljekars real Balti cookbook,0.5954,3,0.25,0.621581561,0,2,0,1,0,0,0,0,0,0,0,0
Real pizza secrets of the Neapolitan tradition,0.8248,3,0.25,0.866025404,0,0,0,0,0,0,0,0,0,0,0,3
Eating meat staying healthy a post nouvelle cookbook,0.66,3,0.166666667,0.389249472,1,0,0,0,1,0,0,0,0,0,0,0
Childrens Orthopedic Hospital Medical Center Guild and Auxiliary cookbook,0,3,0.166666667,0.577350269,0,0,0,0,0,2,0,0,0,0,0,0
Recipes from a Pacific Northwest inn,0.59795,3,0.166666667,0.389249472,1,0,0,0,0,0,1,0,0,0,0,0
Quick check food facts,0.10212,3,0.166666667,0.389249472,1,0,1,0,0,0,0,0,0,0,0,0
Christmas in Washington cook book,0.568,3,0.083333333,0.288675135,0,1,0,0,0,0,0,0,0,0,0,0
Salads,0.83,3,0.25,0.621581561,1,2,0,0,0,0,0,0,0,0,0,0
Chinese cooking the healthful way,0.5951,3,0.25,0.621581561,2,1,0,0,0,0,0,0,0,0,0,0
Cork dork a wine fueled adventure among the obsessive sommeliers big bottle hunters and rogue scientists who taught me to live for taste,0.22,3,0.25,0.866025404,0,0,0,0,0,0,0,0,0,0,0,3
Bavarian,0.59,3,0.25,0.866025404,3,0,0,0,0,0,0,0,0,0,0,0
New low fat favorites fabulous recipes from the worlds healthiest cuisines,0.5638,3,0.25,0.452267017,1,1,0,0,0,1,0,0,0,0,0,0
Eating well when you just cant eat the way you used to,0.5627,3,0.083333333,0.288675135,1,0,0,0,0,0,0,0,0,0,0,0
Food odyssey,0,3,0.083333333,0.288675135,0,1,0,0,0,0,0,0,0,0,0,0
Culinaria France,0.5944,3,0.166666667,0.577350269,2,0,0,0,0,0,0,0,0,0,0,0
ÃƒÂ‘am dÃ¢Â€Â¦ huong vi mÃ‚Â¢n ThÃ‚Â i 65 mÃ‚Â¢n ThÃ‚Â i ngon mieng hap dan,0.59593,3,0.25,0.866025404,0,0,0,0,0,0,0,0,0,0,3,0
Diet 911 food cop to the rescue with 265 new low fat recipes,0.5638,3,0.166666667,0.389249472,0,0,0,1,0,1,0,0,0,0,0,0
Turkey handbook,0.36,3,0.166666667,0.577350269,2,0,0,0,0,0,0,0,0,0,0,0
Asian fusion,0.59,3,0.25,0.621581561,2,1,0,0,0,0,0,0,0,0,0,0
worlds finest pasta and grain,0.822,3,0.25,0.621581561,0,2,0,0,0,1,0,0,0,0,0,0
Ngau hung cÃ¢Â€Â”ng cake chiffon mousse cheesecake gateaux,0.865,3,0.25,0.621581561,0,0,0,0,0,0,0,0,0,2,1,0
Simple southwestern cooking quick recipes for todays busy lifestyle,0.5979,3,0.166666667,0.577350269,2,0,0,0,0,0,0,0,0,0,0,0
Southeastern wildlife cookbook a collection of recipes for sea and freshwater food large and small game and savory oddities from the wild,0.69,3,0.25,0.621581561,0,0,0,2,1,0,0,0,0,0,0,0
Cooking the Chinese way,0.5951,3,0.25,0.621581561,2,1,0,0,0,0,0,0,0,0,0,0
Tu hoc lÃ¢Â€Â¦m bÃ‚Â nh PhÃ‚Â p How to make the French cake,0.8653,3,0.25,0.621581561,2,1,0,0,0,0,0,0,0,0,0,0
Jane Grigsons Fruit book,0.64,3,0.166666667,0.577350269,2,0,0,0,0,0,0,0,0,0,0,0
New living heart diet,0.5631,3,0.25,0.621581561,2,0,1,0,0,0,0,0,0,0,0,0
Nathalie Dupree cooks everyday meals from a well stocked pantry strategies for shopping less and eating better,0.5973,3,0.25,0.621581561,2,0,0,1,0,0,0,0,0,0,0,0
Terre ÃƒÂ  terre the vegetarian cookbook,0.5636,3,0.25,0.866025404,0,0,0,0,0,0,0,0,0,0,0,3
martini an illustrated history of an American classic,0.874,3,0.166666667,0.389249472,1,0,1,0,0,0,0,0,0,0,0,0
sauciers apprentice a modern guide to classic French sauces for the home,0.814,3,0.25,0.866025404,0,0,0,0,0,0,0,0,0,3,0,0
Jane Butels Southwestern grill,0.75784,3,0.25,0.452267017,1,0,0,1,1,0,0,0,0,0,0,0
Feasts menus for home cooked celebrations,0.57,3,0.25,0.866025404,3,0,0,0,0,0,0,0,0,0,0,0
South American cooking foods and feasts from the New World,0.598,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big knits big needles,0.555,3,0.25,0.866025404,0,0,0,0,0,0,0,0,0,0,3,0
complete book of dressings,0.814,3,0.25,0.621581561,0,0,0,0,0,0,1,2,0,0,0,0
Honey kitchen,0.68,3,0.25,0.621581561,1,0,2,0,0,0,0,0,0,0,0,0
Wholesome country cooking,0.5973,3,0.25,0.621581561,2,0,0,0,0,1,0,0,0,0,0,0
Tukkang suop yori sonsaengnim ui yori sonsaengnim yori punya pawo pulloko to mujokon paewo kanun S resipi,0.59519,3,0.25,0.621581561,0,0,0,0,0,0,0,0,0,0,1,2
best of Jennys kitchen cooking naturally with vegetables,0.65,3,0.166666667,0.577350269,2,0,0,0,0,0,0,0,0,0,0,0
